school_id,landsat_prob_fail,static_prob_fail,intervention,h50_fail_pred,h140_fail_pred,h230_fail_pred,h330_fail_pred,region,province
106162,49.28779602050781,12.703117370605467,0,35.166748046875,15.61873722076416,20.583477020263672,26.79902267456055,1,8
109219,64.00921630859375,27.97215843200684,0,-1.0,-1.0,-1.0,-1.0,2,9
109501,54.712791442871094,42.300941467285156,0,-1.0,-1.0,-1.0,-1.0,2,10
106122,5.764411926269531,9.999789237976074,0,17.36094856262207,23.38215065002441,41.74946975708008,37.69846725463867,1,8
136625,57.87628173828125,67.49210357666016,0,71.39115905761719,33.01913070678711,36.31292724609375,48.86947631835938,0,6
109210,76.13017272949219,69.57575988769531,0,-1.0,-1.0,-1.0,-1.0,2,9
107674,61.92700958251953,36.02838134765625,0,23.90261650085449,35.005672454833984,29.045772552490234,32.424331665039055,2,2
104842,14.98725414276123,8.629433631896973,0,43.20450973510742,37.47146224975586,36.16193771362305,57.79340362548828,1,3
106388,3.5787541866302486,45.943565368652344,0,-1.0,-1.0,-1.0,-1.0,1,11
105082,5.56232500076294,15.699039459228516,0,35.55712509155273,42.093727111816406,30.89877700805664,25.13827133178711,1,3
105011,3.5330214500427246,8.328995704650879,0,22.190717697143555,29.41712188720703,31.0948429107666,37.036380767822266,1,3
106302,30.0196475982666,12.50317096710205,0,38.27996826171875,21.827899932861328,41.1824836730957,72.85781860351562,1,8
104777,22.021181106567386,67.79425811767578,0,-1.0,-1.0,-1.0,-1.0,1,3
104538,19.75214385986328,56.29427337646485,0,18.09786033630371,33.53506851196289,27.75095367431641,22.903491973876953,1,1
107672,39.78122329711914,39.22919464111328,0,35.643775939941406,21.86285972595215,24.64906120300293,29.505258560180664,2,2
104805,5.633540630340576,47.36459732055664,0,-1.0,-1.0,-1.0,-1.0,1,3
108048,51.824424743652344,26.97406768798828,0,47.82839965820313,46.05398178100586,42.49153137207031,30.09994697570801,2,4
106312,29.20463943481445,38.49737548828125,0,27.56827545166016,31.77615165710449,35.620967864990234,35.24223709106445,1,11
107921,79.9296875,42.7371940612793,0,-1.0,-1.0,-1.0,-1.0,2,4
105657,6.859017372131348,2.700744867324829,0,-1.0,-1.0,-1.0,-1.0,1,7
105253,45.4859504699707,16.205928802490234,0,-1.0,-1.0,-1.0,-1.0,1,7
107502,23.88359832763672,8.19599437713623,0,14.394625663757324,12.564067840576172,19.74717140197754,17.72487449645996,2,2
106141,10.930527687072754,37.38675308227539,0,22.555702209472656,32.006362915039055,29.51498031616211,42.86791229248047,1,8
105022,26.031827926635746,29.429296493530273,0,34.688201904296875,23.74728202819824,28.861835479736328,38.56929016113281,1,3
107747,9.259140014648438,56.91338729858398,0,15.484103202819824,25.94473648071289,14.59666919708252,16.250335693359375,2,2
105196,3.360123872756958,20.531471252441406,0,22.545940399169922,22.985441207885746,11.317305564880373,28.547224044799805,1,7
105858,14.144088745117188,10.18519401550293,0,22.98179817199707,13.707513809204102,19.80035400390625,26.175090789794922,1,7
107395,5.0374789237976065,31.574382781982425,0,-1.0,-1.0,-1.0,-1.0,2,2
107603,36.00159454345703,48.92600631713867,0,-1.0,-1.0,-1.0,-1.0,2,2
105327,3.3864014148712163,32.986988067626946,0,20.07997703552246,35.89965438842773,25.683429718017575,34.82836532592773,1,7
136612,67.57376098632811,67.12852478027344,0,-1.0,-1.0,-1.0,-1.0,0,6
105958,39.33579635620117,6.255657196044923,0,26.31942939758301,32.194580078125,24.01032066345215,34.049922943115234,1,8
109586,50.1293830871582,36.38190460205078,0,-1.0,-1.0,-1.0,-1.0,2,2
107696,49.61287307739258,46.21662521362305,0,-1.0,-1.0,-1.0,-1.0,2,2
157505,11.135416030883787,73.41167449951172,0,35.175403594970696,28.67291259765625,27.47435569763184,20.98586654663086,1,0
109183,87.94184112548828,31.85570907592773,0,-1.0,-1.0,-1.0,-1.0,2,9
106768,19.409666061401367,22.22122383117676,0,46.97267532348633,31.728626251220703,25.18661117553711,33.052547454833984,1,11
107261,59.10939407348633,35.30616760253906,0,-1.0,-1.0,-1.0,-1.0,2,2
104627,39.940677642822266,14.718705177307127,0,18.756671905517575,15.334603309631348,27.590784072875977,29.401281356811523,1,1
107825,43.578369140625,7.828272342681885,0,33.48026657104492,20.43843078613281,35.117122650146484,28.913915634155273,2,2
107424,7.064307689666747,10.692172050476074,0,47.19522094726562,42.87297821044922,33.50641632080078,31.598234176635746,2,2
105574,5.987692832946777,4.277578353881837,0,38.417930603027344,47.11495590209961,13.47457790374756,31.62685585021973,1,7
106356,1.141537308692932,1.4122493267059326,0,-1.0,-1.0,-1.0,-1.0,1,11
106352,5.287581443786621,25.95627593994141,0,11.516501426696776,25.677261352539066,13.515665054321287,15.415074348449707,1,11
105358,2.639975070953369,21.35320472717285,0,-1.0,-1.0,-1.0,-1.0,1,7
109218,42.24256896972656,62.85339736938477,0,-1.0,-1.0,-1.0,-1.0,2,9
105619,0.6281268000602722,5.5354719161987305,0,20.088298797607425,19.77783966064453,20.00930976867676,24.546735763549805,1,7
136877,36.8371696472168,62.28179168701172,0,-1.0,-1.0,-1.0,-1.0,0,6
106378,2.9127748012542725,38.187583923339844,0,-1.0,-1.0,-1.0,-1.0,1,11
104923,66.55379486083984,59.32072830200195,0,-1.0,-1.0,-1.0,-1.0,1,3
106144,9.684505462646484,37.24338150024414,0,-1.0,-1.0,-1.0,-1.0,1,8
