,school_id,prob_fail,prob_pass
0,108468,53.37377166748047,46.62623596191406
1,107083,15.225118637084961,84.77487182617188
2,136526,65.00749969482422,34.99250030517578
3,106058,7.358486175537109,92.64151763916016
4,107798,31.393882751464844,68.60611724853516
5,104464,61.175453186035156,38.82453918457031
6,136809,47.563804626464844,52.43620300292969
7,106249,10.871124267578125,89.12886810302734
8,108636,91.69110107421875,8.308897018432617
9,109058,78.9128189086914,21.087177276611328
10,108125,18.162887573242188,81.83710479736328
11,136776,30.643409729003906,69.35659790039062
12,108889,66.8254165649414,33.174583435058594
13,109069,69.53937530517578,30.460622787475586
14,109073,78.25607299804688,21.743927001953125
15,109367,21.71721649169922,78.28278350830078
16,107529,53.21280288696289,46.78719711303711
17,109136,47.37788009643555,52.62211608886719
18,107598,68.46463775634766,31.535362243652344
19,107582,66.85372924804688,33.14626693725586
20,109262,46.323543548583984,53.676456451416016
21,108677,54.80075454711914,45.199241638183594
22,106000,16.934192657470703,83.06581115722656
23,109018,71.9781494140625,28.0218505859375
24,136713,67.67140197753906,32.3286018371582
25,108004,35.521461486816406,64.47853088378906
26,109838,86.04042053222656,13.959577560424805
27,104436,53.490020751953125,46.509979248046875
28,108734,58.48472595214844,41.5152702331543
29,104658,31.536117553710938,68.46388244628906
30,164506,67.03913879394531,32.96085739135742
31,108719,80.86345672607422,19.13654136657715
32,109096,48.79927444458008,51.200721740722656
33,108782,73.31010437011719,26.689889907836914
34,109591,57.59194564819336,42.40805435180664
35,108984,58.28705596923828,41.712947845458984
36,305398,71.90967559814453,28.09032440185547
37,136724,66.31401824951172,33.685977935791016
38,108318,62.100799560546875,37.899200439453125
39,107637,24.36333656311035,75.63665771484375
40,136649,82.1211166381836,17.878883361816406
41,136488,46.77809143066406,53.2219123840332
42,108538,49.23729705810547,50.7627067565918
43,109098,44.50823211669922,55.49176788330078
44,108465,47.80110549926758,52.19889450073242
45,109863,37.3372688293457,62.6627311706543
46,108759,82.89180755615234,17.108198165893555
47,104484,20.817527770996094,79.1824722290039
48,136749,73.57080841064453,26.42919158935547
49,107587,51.03594207763672,48.96405792236328
50,108021,77.18470001220703,22.815296173095703
51,136816,79.29474639892578,20.705249786376953
52,109097,53.6236572265625,46.376346588134766
53,136905,72.50601959228516,27.49398422241211
54,109525,44.04812240600586,55.951873779296875
55,164504,58.88406753540039,41.115928649902344
56,107218,53.578125,46.421871185302734
57,109536,83.41674041748047,16.583250045776367
58,108020,53.45207977294922,46.54792022705078
59,109493,66.93721008300781,33.06278991699219
60,105099,16.567588806152344,83.43241882324219
61,107710,36.15117263793945,63.84882354736328
62,108661,62.503116607666016,37.49687957763672
63,136770,54.87755584716797,45.122440338134766
64,136431,38.71268844604492,61.28730773925781
65,136772,29.258277893066406,70.7417221069336
66,107186,45.047576904296875,54.95241928100586
67,107366,51.108306884765625,48.891693115234375
68,105996,19.547718048095703,80.45227813720703
69,136670,77.74024963378906,22.259748458862305
70,109479,68.56700897216797,31.432992935180664
71,108997,68.86766815185547,31.132328033447266
72,108188,53.35110855102539,46.64889907836914
73,107200,23.372446060180664,76.62755584716797
74,108632,67.3917465209961,32.608245849609375
75,104425,33.536346435546875,66.4636459350586
76,109170,53.815467834472656,46.184532165527344
77,108796,56.50734329223633,43.492652893066406
78,107916,67.04796600341797,32.952030181884766
79,108965,50.41192626953125,49.58807373046875
80,104913,60.31156921386719,39.68843078613281
81,109624,37.75105285644531,62.24894714355469
82,108327,81.00732421875,18.99267578125
83,136546,84.71864318847656,15.28136157989502
84,104673,12.687370300292969,87.31262969970703
85,109631,80.59797668457031,19.402021408081055
86,108192,58.241050720214844,41.75894546508789
87,108378,54.378753662109375,45.621246337890625
88,108236,70.52839660644531,29.47159767150879
89,109208,54.434974670410156,45.565025329589844
90,108225,98.3462905883789,1.6537084579467773
91,109705,29.00818634033203,70.99181365966797
92,109107,56.93119812011719,43.068809509277344
93,109517,52.11349868774414,47.88650131225586
94,107595,64.54020690917969,35.45979690551758
95,108193,49.57484436035156,50.425148010253906
96,109046,66.46473693847656,33.535255432128906
97,223512,61.33195877075195,38.66804122924805
98,108799,81.16996002197266,18.830047607421875
99,109297,63.98444747924805,36.01554870605469
100,109117,76.2205810546875,23.779422760009766
101,107416,23.0530948638916,76.9468994140625
102,104762,40.81465530395508,59.18533706665039
103,108207,87.568603515625,12.431392669677734
104,107064,53.79041290283203,46.20958709716797
105,164003,53.81367111206055,46.18632125854492
106,108022,44.7466926574707,55.2533073425293
107,136473,41.485877990722656,58.51412582397461
108,109526,13.625578880310059,86.37442779541016
109,136436,28.687772750854492,71.31222534179688
110,109748,92.45909118652344,7.540913105010986
111,109711,87.94635772705078,12.053640365600586
112,108668,79.64971160888672,20.35028839111328
113,109687,47.701480865478516,52.29851531982422
114,108720,33.57783126831055,66.42217254638672
115,167502,92.2459716796875,7.754030227661133
116,109822,57.78001022338867,42.21998977661133
117,136795,58.56321334838867,41.43678283691406
118,136739,50.261600494384766,49.73839569091797
119,163515,68.11029052734375,31.889707565307617
120,136464,61.89033889770508,38.10966491699219
121,108124,23.032018661499023,76.96798706054688
122,109340,74.58426666259766,25.415733337402344
123,164517,51.79353332519531,48.20646667480469
124,136529,80.41690826416016,19.58308982849121
125,136573,58.98136520385742,41.01863479614258
126,109274,53.415618896484375,46.584381103515625
127,108622,82.26902770996094,17.730976104736328
128,108787,59.8998908996582,40.10011672973633
129,105981,7.875606536865234,92.12439727783203
130,108747,53.808860778808594,46.191131591796875
131,108841,78.11662292480469,21.883378982543945
132,108871,67.7981948852539,32.201805114746094
133,104458,62.53740310668945,37.46259307861328
134,109327,67.53578186035156,32.4642219543457
135,109356,69.51840209960938,30.481597900390625
136,109542,57.90414047241211,42.095863342285156
137,104649,34.06658172607422,65.93341064453125
138,108633,79.21179962158203,20.78820037841797
