,school_year,state,municipality,school_id,school_name,passing
167485,2015,Goias,Novo Planalto,52001148,COLEGIO ESTADUAL ANA MARIA TORRES,94.9
167491,2015,Goias,São Miguel do Araguaia,52001202,COLEGIO ESTADUAL DR DORIVAL BRANDAO DE ANDRADE,81.8
167495,2015,Goias,Uirapuru,52001431,COLEGIO ESTADUAL JOSE PEREIRA LEANDRO,96.0
167498,2015,Goias,Araguapaz,52001571,COLEGIO ESTADUAL DARIO SAMPAIO DE PAIVA,90.5
167506,2015,Goias,Faina,52002080,COLEGIO ESTADUAL LINDOLFO MENDES DA CUNHA,90.1
167513,2015,Goias,Goiás,52002586,COLEGIO ALTERNATIVO - COOPECIGO,100.0
167520,2015,Goias,Goiás,52002594,CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR ALCIDE JUBE,90.5
167523,2015,Goias,Goiás,52002608,CPMG UNIDADE JOAO AUGUSTO PERILLO,88.5
167528,2015,Goias,Goiás,52002691,COLEGIO ESTADUAL DE APLICACAO PROFESSOR MANUEL CAIADO,75.6
167541,2015,Goias,Jussara,52003779,COLEGIO EMILIANA RIBEIRO DE CASTRO,100.0
167548,2015,Goias,Jussara,52003787,COLEGIO ESTADUAL DOM BOSCO,97.2
167559,2015,Goias,Santa Fé de Goiás,52004414,COLEGIO ESTADUAL GABRIEL JOSE DE MOURA,90.5
167566,2015,Goias,Aragarças,52004589,COLEGIO ESTADUAL DR RUBENS C DE AGUIRRE,74.2
167574,2015,Goias,Arenópolis,52004805,COLEGIO ESTADUAL ALFREDO NASSER,83.5
167577,2015,Goias,Baliza,52004910,COLEGIO ESTADUAL DONA DOQUINHA,82.1
167584,2015,Goias,Bom Jardim de Goiás,52005097,COLEGIO ESTADUAL LEONIDIO CASTRO E SILVA,96.3
167591,2015,Goias,Diorama,52005321,COLEGIO ESTADUAL DONA EVA,98.6
167598,2015,Goias,Montes Claros de Goiás,52005500,COLEGIO ESTADUAL FRANCISCO MODESTO DA SILVA,86.6
167603,2015,Goias,Piranhas,52005720,COLEGIO ESTADUAL MARIA EULALIA DE JESUS PORTILHO,75.3
167607,2015,Goias,Alto Horizonte,52006034,COLEGIO ESTADUAL JOAO GONCALVES FILHO,95.8
167612,2015,Goias,Campinorte,52006387,COLEGIO ESTADUAL DEOCLIDES MARTINS DA COSTA,78.5
167622,2015,Goias,Estrela do Norte,52006751,COLEGIO ESTADUAL MINISTRO PETRONIO PORTELLA,89.2
167629,2015,Goias,Formoso,52006816,COLEGIO ESTADUAL CASTRO ALVES,89.1
167636,2015,Goias,Mara Rosa,52007022,COLEGIO ESTADUAL PRESIDENTE CASTELO BRANCO,94.9
167640,2015,Goias,Amaralina,52007065,COLEGIO ESTADUAL JOSINO SILVA,91.7
167646,2015,Goias,Minaçu,52007642,COLEGIO SESI SAMA,91.9
167653,2015,Goias,Minaçu,52007650,COLEGIO ESTADUAL ANTONIO ALBINO FERREIRA,95.3
167660,2015,Goias,Minaçu,52007669,COLEGIO ESTADUAL JOAQUIM THOME DE ALMEIDA,94.0
167669,2015,Goias,Montividiu do Norte,52008320,COLEGIO ESTADUAL CHICO MENDES,78.2
167673,2015,Goias,Mutunópolis,52008487,COLEGIO ESTADUAL JOAO TEODORO DE OLIVEIRA,92.4
167676,2015,Goias,Niquelândia,52008657,COLEGIO ESTADUAL PAULO FRANCISCO DA SILVA,88.3
167681,2015,Goias,Niquelândia,52008681,COLEGIO ESTADUAL JOAQUIM MARIA DE GODOI,82.4
167689,2015,Goias,Niquelândia,52010139,ESCOLA SESI VOTORANTIM METAIS,99.0
167698,2015,Goias,Porangatu,52010279,COLEGIO CENECISTA DE PORANGATU,97.5
167703,2015,Goias,Porangatu,52010287,COLEGIO ESTADUAL STELLANIS KOPANAKIS PACHECO,78.2
167710,2015,Goias,Porangatu,52010309,COLEGIO ESTADUAL PROFESSOR WALDEMAR LOPES DO AMARAL BRITO,84.6
167713,2015,Goias,Porangatu,52010368,COLEGIO DA POLICIA MILITAR DE GOIAS TOMAZ MARTINS DA CUNHA,100.0
167723,2015,Goias,Santa Tereza de Goiás,52010961,COLEGIO ESTADUAL DR MARCO AURELIO,97.5
167730,2015,Goias,Santa Terezinha de Goiás,52011135,COLEGIO ESTADUAL MARIA LOPES MARTINS,90.2
167741,2015,Goias,Uruaçu,52011747,COLEGIO ESTADUAL ALFREDO NASSER,80.8
167747,2015,Goias,Uruaçu,52011763,COLEGIO ESTADUAL POLIVALENTE DR SEBASTIAO GONCALVES DE ALMEIDA,71.9
167754,2015,Goias,Uruaçu,52011771,COLEGIO NOSSA SENHORA APARECIDA,93.9
167766,2015,Goias,Campos Belos,52012620,COLEGIO ESTADUAL FELISMINA CARDOSO BATISTA,92.2
167770,2015,Goias,Cavalcante,52012905,COLEGIO ESTADUAL ELIAS JORGE CHEIM,91.9
167777,2015,Goias,Monte Alegre de Goiás,52013570,COLEGIO ESTADUAL ANTONIO JOSE DE OLIVEIRA,95.0
167785,2015,Goias,Nova Roma,52013880,COLEGIO ESTADUAL MAL HUMBERTO DE ALENCAR CASTELO BRANCO,95.4
167790,2015,Goias,Teresina de Goiás,52014398,COLEGIO ESTADUAL JOAQUIM DE SOUZA FAGUNDES,99.3
167796,2015,Goias,Barro Alto,52014517,COLEGIO ESTADUAL GUARACIABA AUGUSTA DA SILVA,94.4
167807,2015,Goias,Carmo do Rio Verde,52015041,COLEGIO ESTADUAL MARIA ASSUNCAO DE AZEVEDO,92.6
167814,2015,Goias,Ceres,52015335,COLEGIO ALVARO DE MELO,93.8
167820,2015,Goias,Ceres,52015360,COLEGIO ESTADUAL JOAO XXIII,80.8
167827,2015,Goias,Ipiranga de Goiás,52015386,COLEGIO ESTADUAL SETE DE SETEMBRO,97.4
167834,2015,Goias,Ceres,52015394,COLEGIO IMACULADA CONCEICAO,93.4
167841,2015,Goias,Ceres,52015742,COLEGIO SOLAR,97.6
167848,2015,Goias,Goianésia,52015807,COLEGIO ESTADUAL JALLES MACHADO,77.9
167854,2015,Goias,Goianésia,52015815,COLEGIO DA POLICIA MILITAR DE GOIAS JOSE CARRILHO,84.8
167861,2015,Goias,Goianésia,52015823,COLEGIO ESTADUAL LAURENTINO MARTINS,82.9
167866,2015,Goias,Guaraíta,52016790,COLEGIO ESTADUAL GEORGINA RODRIGUES COELHO,89.7
167870,2015,Goias,Guarinos,52016900,COLEGIO ESTADUAL MANOEL DE OLIVEIRA PENNA,98.4
167876,2015,Goias,Hidrolina,52017109,COLEGIO ESTADUAL ALFREDO NASSER,85.8
167883,2015,Goias,Itapaci,52017303,COLEGIO ASSUNCAO,94.5
167889,2015,Goias,Itapaci,52017311,COLEGIO ESTADUAL GERALDA ANDRADE MARTINS,76.2
167896,2015,Goias,Itapuranga,52017575,COLEGIO ESTADUAL DE ITAPURANGA,76.4
167903,2015,Goias,Itapuranga,52017583,COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS,86.7
167908,2015,Goias,Morro Agudo de Goiás,52018172,COLEGIO ESTADUAL RAMIRO PEDRO,96.0
167921,2015,Goias,Nova Glória,52018415,COLEGIO ESTADUAL HELOISA DE FATIMA VARGAS,97.9
167929,2015,Goias,Rialma,52018920,COLEGIO ESTADUAL POLIVALENTE RUI BARBOSA,92.0
167935,2015,Goias,Rianápolis,52019080,COLEGIO ESTADUAL GRICON E SILVA,80.5
167941,2015,Goias,Rubiataba,52019160,COLEGIO ESTADUAL RAIMUNDO SANTANA AMARAL,85.4
167947,2015,Goias,Santa Isabel,52019624,COLEGIO ESTADUAL SANTA ISABEL,95.4
167950,2015,Goias,São Luiz do Norte,52019802,COLEGIO ESTADUAL MEIRA MATOS,83.3
167957,2015,Goias,Uruana,52019926,COLEGIO ESTADUAL JOSE ALVES TOLEDO,87.4
167961,2015,Goias,Uruana,52020231,COLEGIO ESTADUAL JOSE RIBEIRO MAGALHAES,93.2
167968,2015,Goias,Anápolis,52020312,COLEGIO AUXILIUM,88.0
167975,2015,Goias,Anápolis,52020320,COLEGIO COUTO MAGALHAES,88.4
167982,2015,Goias,Anápolis,52020363,COLEGIO ESTADUAL ADOLPHO BATISTA,91.2
167989,2015,Goias,Anápolis,52020371,COLEGIO ESTADUAL ANTENSINA SANTANA,79.8
167996,2015,Goias,Anápolis,52020398,COLEGIO ESTADUAL CARLOS DE PINA,76.7
168002,2015,Goias,Anápolis,52020401,CENTRO EDUCACIONAL DE PERIODO INTEGRAL DOUTOR GENSERICO GONZAGA JAIME,94.7
168009,2015,Goias,Anápolis,52020428,COLEGIO ESTADUAL GOMES DE SOUZA RAMOS,91.7
168016,2015,Goias,Anápolis,52020436,COLEGIO ESTADUAL JOSE LUDOVICO DE ALMEIDA,79.6
168020,2015,Goias,Anápolis,52020444,COLEGIO ESTADUAL PADRE FERNANDO GOMES DE MELO,65.6
168032,2015,Goias,Anápolis,52020479,COLEGIO ESTADUAL PROFESSORA HELENA NASSER,89.7
168039,2015,Goias,Anápolis,52020487,COLEGIO ESTADUAL PROFESSOR HELI ALVES FERREIRA,78.6
168045,2015,Goias,Anápolis,52020509,COLEGIO ESTADUAL VIRGINIO SANTILLO,85.2
168052,2015,Goias,Anápolis,52020517,COLEGIO GALILEU,87.7
168059,2015,Goias,Anápolis,52020533,COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE POLIVALENTE GABRIEL ISSA,86.2
168066,2015,Goias,Anápolis,52020541,COLEGIO ESTADUAL POLIVALENTE FREI JOAO BATISTA,81.6
168073,2015,Goias,Anápolis,52020550,COLEGIO QUADRANGULAR,93.7
168080,2015,Goias,Anápolis,52020576,COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE DR CEZAR TOLEDO,98.3
168087,2015,Goias,Anápolis,52020592,COLEGIO SAO FRANCISCO DE ASSIS,100.0
168096,2015,Goias,Anápolis,52020843,COLEGIO ESTADUAL AMERICO BORGES DE CARVALHO,82.9
168099,2015,Goias,Anápolis,52020851,COLEGIO ESTADUAL ARLINDO COSTA,76.5
168103,2015,Goias,Anápolis,52020886,ESCOLA SESI JUNDIAI,96.9
168106,2015,Goias,Anápolis,52020894,COLEGIO ESTADUAL DURVAL NUNES DA MATA,81.4
168113,2015,Goias,Anápolis,52020940,COLEGIO ESTADUAL HERTA LAYSER ODWYER,80.7
168114,2015,Goias,Anápolis,52020959,COLEGIO ESTADUAL JAD SALOMAO,78.6
168121,2015,Goias,Anápolis,52021009,COLEGIO ESTADUAL OSVALDO FRANCISCO DA SILVA,80.3
168126,2015,Goias,Anápolis,52021025,COLEGIO ESTADUAL PLINIO JAIME,71.1
168130,2015,Goias,Anápolis,52021033,COLEGIO ESTADUAL PROFESSOR JOSE ABDALLA,76.2
168137,2015,Goias,Anápolis,52021068,COLEGIO ESTADUAL ROTARY DONANA,80.6
168142,2015,Goias,Anápolis,52021106,COLEGIO ESTADUAL ZECA BATISTA,86.8
168145,2015,Goias,Anápolis,52021670,MISSAO ALO CRIANCA DE ASSISTENCIA INFANTIL,98.9
168151,2015,Goias,Anápolis,52022072,COLEGIO ESTADUAL CORONEL ACHILES DE PINA,83.6
168160,2015,Goias,Araçu,52022170,COLEGIO ESTADUAL HERMOGENES COELHO,94.0
168164,2015,Goias,Brazabrantes,52022277,COLEGIO ESTADUAL DE BRAZABRANTES,90.0
168184,2015,Goias,Inhumas,52022706,COLEGIO ESTADUAL ARY RIBEIRO VALADAO FILHO,76.0
168191,2015,Goias,Inhumas,52022722,COLEGIO DA POLICIA MILITAR DE GOIAS MANOEL VILAVERDE,93.3
168193,2015,Goias,Inhumas,52022730,COLEGIO ESTADUAL RUI BARBOSA,90.5
168197,2015,Goias,Inhumas,52022765,COLEGIO ZENITE,100.0
168204,2015,Goias,Itaberaí,52023389,COLEGIO ESTADUAL HONESTINO MONTEIRO GUIMARAES,91.1
168211,2015,Goias,Itaberaí,52023400,EDUCANDARIO EVANGELICO DURVAL R PIRES,100.0
168215,2015,Goias,Itaguari,52024040,COLEGIO ESTADUAL D GENOVEVA REZENDE CARNEIRO,91.0
168222,2015,Goias,Itaguaru,52024164,COLEGIO ESTADUAL ARTUR DA COSTA E SILVA,90.8
168226,2015,Goias,Itauçu,52024369,COLEGIO ESTADUAL DE ITAUCU,86.7
168233,2015,Goias,Jaraguá,52024610,COLEGIO ESTADUAL DIOGENES DE CASTRO RIBEIRO,86.3
168238,2015,Goias,Jaraguá,52024628,COLEGIO ESTADUAL SILVIO DE CASTRO RIBEIRO,92.5
168245,2015,Goias,Jaraguá,52024636,CENTRO ESCOLAR MERITO,100.0
168252,2015,Goias,Jaraguá,52024660,COLEGIO GENIUS,93.4
168264,2015,Goias,Nova Veneza,52025454,COLEGIO ESTADUAL FRANCISCO ALVES,95.9
168271,2015,Goias,Ouro Verde de Goiás,52025624,COLEGIO ESTADUAL ROQUE ROMEU RAMOS,76.3
168280,2015,Goias,Petrolina de Goiás,52025780,COLEGIO SANTA CATARINA,77.3
168287,2015,Goias,Santa Rosa de Goiás,52026108,COLEGIO ESTADUAL SANTA ROSA,98.9
168291,2015,Goias,São Francisco de Goiás,52026256,COLEGIO ESTADUAL ANTONIO FERREIRA RIOS,98.6
168297,2015,Goias,Taquaral de Goiás,52026400,COLEGIO ESTADUAL PRINCEZA IZABEL,95.6
168304,2015,Goias,Amorinópolis,52026531,COLEGIO ESTADUAL PROFESSORA ANALICIA CECILIA B SILVA,93.3
168307,2015,Goias,Cachoeira de Goiás,52026663,COLEGIO ESTADUAL MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,88.1
168311,2015,Goias,Córrego do Ouro,52026701,COLEGIO ESTADUAL BRASIL,91.8
168318,2015,Goias,Fazenda Nova,52026809,COLEGIO ESTADUAL PEDRO LUDOVICO TEIXEIRA,88.4
168326,2015,Goias,Iporá,52027082,COLEGIO ESTADUAL OSORIO RAIMUNDO DE LIMA,97.2
168341,2015,Goias,Israelândia,52027570,COLEGIO ESTADUAL MARIA BARRETO,93.4
168347,2015,Goias,Ivolândia,52027678,COLEGIO ESTADUAL ANTENOR PADILHA,100.0
168352,2015,Goias,Jaupaci,52027783,COLEGIO ESTADUAL GETULIO VARGAS,99.0
168357,2015,Goias,Moiporá,52027899,COLEGIO ESTADUAL JOSE MARCELINO,97.1
168364,2015,Goias,Novo Brasil,52027996,COLEGIO ESTADUAL ALFREDO NASSER,89.0
168371,2015,Goias,Americano do Brasil,52028232,COLEGIO ESTADUAL BENEDITO BRAS,94.1
168377,2015,Goias,Anicuns,52028372,COLEGIO ESTADUAL ROSA TURISCO DE ARAUJO,89.0
168383,2015,Goias,Aurilândia,52028917,COLEGIO ESTADUAL PROFESSOR ADALBERTO SOBRINHO DE SOUZA,93.0
168388,2015,Goias,Avelinópolis,52029050,COLEGIO ESTADUAL PROFESSOR ALFREDO NASSER,100.0
168395,2015,Goias,Buriti de Goiás,52029131,COLEGIO ESTADUAL JANUARIA RIBEIRO SOBRINHO,92.9
168399,2015,Goias,Firminópolis,52029182,COLEGIO ESTADUAL AMERICO GONCALVES FALEIRO,83.5
168406,2015,Goias,Mossâmedes,52029425,COLEGIO ESTADUAL BARAO DE MOSSAMEDES,90.1
168410,2015,Goias,Nazário,52029620,COLEGIO ESTADUAL PROFESSOR EDMIR POVOA LEMES,79.5
168418,2015,Goias,Sanclerlândia,52029727,COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS,85.4
168422,2015,Goias,Santa Bárbara de Goiás,52029875,COLEGIO ESTADUAL MARIA CARNEIRO PINTO,79.9
168429,2015,Goias,São Luís de Montes Belos,52029948,COLEGIO DOM PEDRO I,100.0
168436,2015,Goias,São Luís de Montes Belos,52029964,COLEGIO ESTADUAL AMERICO ANTUNES,96.3
168443,2015,Goias,São Luís de Montes Belos,52029999,COLEGIO MACHADO DE ASSIS,92.3
168450,2015,Goias,São Luís de Montes Belos,52030148,COLEGIO ESTADUAL PRESIDENTE COSTA E SILVA,84.8
168455,2015,Goias,Turvânia,52030490,COLEGIO ESTADUAL PROFESSOR JOAO REZENDE DE ARAUJO,97.6
168461,2015,Goias,Aparecida de Goiânia,52030601,COLEGIO ESTADUAL CRUZEIRO DO SUL,78.0
168467,2015,Goias,Aparecida de Goiânia,52030610,COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS,83.8
168475,2015,Goias,Aparecida de Goiânia,52030652,COLEGIO ESTADUAL CECILIA MEIRELLES,94.0
168480,2015,Goias,Aparecida de Goiânia,52030660,COLEGIO ESTADUAL GARAVELO PARK,93.9
168484,2015,Goias,Aparecida de Goiânia,52030679,COLEGIO ESTADUAL PROFESSOR JOSE LOPES RODRIGUES,75.9
168493,2015,Goias,Aparecida de Goiânia,52030873,COLEGIO ESTADUAL DOM PEDRO I,79.8
168497,2015,Goias,Aparecida de Goiânia,52030946,COLEGIO ESTADUAL MARIA JOANA DE JESUS,76.5
168500,2015,Goias,Aparecida de Goiânia,52031080,COLEGIO ESTADUAL RUI BARBOSA,89.6
168512,2015,Goias,Aparecida de Goiânia,52031497,COLEGIO ARAGUAIA,98.2
168516,2015,Goias,Aparecida de Goiânia,52031535,COLEGIO ESTADUAL NOVA CIDADE,72.1
168518,2015,Goias,Aparecida de Goiânia,52031713,ESCOLA DOCE MEL,100.0
168520,2015,Goias,Aparecida de Goiânia,52031764,COLEGIO ESTADUAL JOAQUIM RICARDO TEIXEIRA,73.1
168527,2015,Goias,Aparecida de Goiânia,52031772,COLEGIO SUL D AMERICA LTDA,84.5
168533,2015,Goias,Aparecida de Goiânia,52031799,COLEGIO DE APLICACAO ALFREDO NASSER,92.6
168539,2015,Goias,Aparecida de Goiânia,52031861,COLEGIO ESTADUAL JUSCELINO KUBITSCHEK DE OLIVEIRA,88.8
168549,2015,Goias,Aparecida de Goiânia,52031985,COLEGIO SUL DAMERICA UNIDADE I,91.0
168554,2015,Goias,Aparecida de Goiânia,52031993,ESCOLA OLHO VIVO,100.0
168560,2015,Goias,Bela Vista de Goiás,52032183,COLEGIO TEREZINHA DE JESUS,95.3
168565,2015,Goias,Bela Vista de Goiás,52032191,COLEGIO ESTADUAL PEDRO VIEIRA JANUARIO,60.6
168570,2015,Goias,Bela Vista de Goiás,52032620,COLEGIO EXODO,93.8
168574,2015,Goias,Bonfinópolis,52032663,COLEGIO ESTADUAL PRESIDENTE CASTELO BRANCO,73.6
168578,2015,Goias,Caldazinha,52032710,COLEGIO ESTADUAL HORACIA LOBO,89.5
168583,2015,Goias,Goianápolis,52032841,COLEGIO ESTADUAL JOSE RESIO,83.4
168590,2015,Goias,Goiânia,52032973,COLEGIO GOIANIENSE ADVENTISTA,78.8
168596,2015,Goias,Goiânia,52032981,COLEGIO EXPRESSIVO,95.8
168602,2015,Goias,Goiânia,52033090,CENTRO EDUCACIONAL SHALLON,100.0
168609,2015,Goias,Goiânia,52033112,COLEGIO DIMENSAO,97.4
168616,2015,Goias,Goiânia,52033120,COLEGIO ADVENTISTA NOVO MUNDO,93.7
168622,2015,Goias,Goiânia,52033210,COLEGIO AGOSTINIANO NS DE FATIMA,94.3
168627,2015,Goias,Goiânia,52033228,COLEGIO ANHANGUERA,91.5
168634,2015,Goias,Goiânia,52033244,COLEGIO CLARETIANO CORACAO DE MARIA,86.3
168641,2015,Goias,Goiânia,52033279,CENTRO DE ENSINO E PESQUISA APLICADA A EDUCACAO,84.0
168648,2015,Goias,Goiânia,52033295,COLEGIO DINAMICO,98.7
168657,2015,Goias,Goiânia,52033333,COLEGIO ESTADUAL ASSIS CHATEAUBRIAND,82.1
168662,2015,Goias,Goiânia,52033341,COLEGIO ESTADUAL BANDEIRANTE,88.3
168667,2015,Goias,Goiânia,52033350,COLEGIO ESTADUAL CARLOS ALBERTO DE DEUS,97.8
168674,2015,Goias,Goiânia,52033368,COLEGIO ESTADUAL CORA CORALINA,86.4
168680,2015,Goias,Goiânia,52033376,COLEGIO ESTADUAL CULTURA E COOPERATIVISMO,81.4
168687,2015,Goias,Goiânia,52033384,COLEGIO ESTADUAL DEPUTADO JOSE DE ASSIS,84.0
168691,2015,Goias,Goiânia,52033406,COLEGIO ESTADUAL DO SETOR SUDOESTE,98.0
168699,2015,Goias,Goiânia,52033430,COLEGIO ESTADUAL EDMUNDO ROCHA VILA MUTIRAO,92.2
168706,2015,Goias,Goiânia,52033457,COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE HUGO DE CARVALHO RAMOS,88.7
168711,2015,Goias,Goiânia,52033465,COLEGIO ESTADUAL IRMA GABRIELA,83.6
168718,2015,Goias,Goiânia,52033481,COLEGIO ESTADUAL JARDIM AMERICA,84.7
168722,2015,Goias,Goiânia,52033490,COLEGIO ESTADUAL JARDIM BALNEARIO MEIA PONTE,98.5
168728,2015,Goias,Goiânia,52033511,COLEGIO ESTADUAL ROBINHO MARTINS DE AZEVEDO,72.1
168735,2015,Goias,Goiânia,52033520,COLEGIO ESTADUAL JARDIM VILA BOA,89.6
168742,2015,Goias,Goiânia,52033538,COLEGIO ESTADUAL JOSE LOBO,74.9
168745,2015,Goias,Goiânia,52033554,COLEGIO ESTADUAL MAJOR OSCAR ALVELOS,83.6
168750,2015,Goias,Goiânia,52033562,COLEGIO ESTADUAL PEDRO XAVIER TEIXEIRA,96.0
168757,2015,Goias,Goiânia,52033570,COLEGIO ESTADUAL PREUNIVERSITARIO,93.4
168762,2015,Goias,Goiânia,52033589,COLEGIO ESTADUAL PROFESSOR JOAQUIM CARVALHO FERREIRA,98.8
168769,2015,Goias,Goiânia,52033597,COLEGIO ESTADUAL PROFESSOR PEDRO GOMES,93.6
168774,2015,Goias,Goiânia,52033600,COLEGIO ESTADUAL PROFESSOR WILMAR GONCALVES DA SILVA,80.3
168780,2015,Goias,Goiânia,52033619,COLEGIO ESTADUAL PROFESSORA OLGA MANSUR,78.5
168784,2015,Goias,Goiânia,52033643,COLEGIO ESTADUAL SENADOR TEOTONIO VILELA,92.3
168790,2015,Goias,Goiânia,52033651,COLEGIO ESTADUAL WALDEMAR MUNDIM,78.5
168797,2015,Goias,Goiânia,52033686,COLEGIO GONCALVES LEDO,90.2
168805,2015,Goias,Goiânia,52033830,COLEGIO SANTA CLARA,94.7
168811,2015,Goias,Goiânia,52033848,COLEGIO SANTO AGOSTINHO,90.2
168819,2015,Goias,Goiânia,52033902,COLEGIO DELTA I II III,98.6
168826,2015,Goias,Goiânia,52033945,COLEGIO ESTADUAL NOVO HORIZONTE,75.5
168829,2015,Goias,Goiânia,52033953,COLEGIO ESTADUAL ANTONIO OLIVEIRA DA SILVA,84.7
168836,2015,Goias,Goiânia,52033988,COLEGIO ESTADUAL PARQUE AMAZONIA,99.0
168843,2015,Goias,Goiânia,52034046,COLEGIO PREVEST,94.7
168850,2015,Goias,Goiânia,52034054,COLEGIO PROGRESSIVO,99.1
168861,2015,Goias,Goiânia,52034119,COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE POLIVALENTE MODELO VASCO DOS REIS,93.0
168864,2015,Goias,Goiânia,52034151,COLEGIO ESTADUAL CASTRO ALVES,81.6
168875,2015,Goias,Goiânia,52034216,COLEGIO META BRASIL LTDA UNIDADE I,92.0
168883,2015,Goias,Goiânia,52034488,EDUCANDARIO PARANAIBA,92.4
168889,2015,Goias,Goiânia,52034585,COLEGIO ADVENTISTA SETOR PEDRO LUDOVICO,87.5
168895,2015,Goias,Goiânia,52034593,COLEGIO ADVENTISTA JARDIM EUROPA,86.9
168899,2015,Goias,Goiânia,52034640,ESCOLA SESI CANAA,88.5
168902,2015,Goias,Goiânia,52034720,COLEGIO GALATAS,96.8
168909,2015,Goias,Goiânia,52034755,ESCOLA SESI CAMPINAS,98.5
168914,2015,Goias,Goiânia,52034798,COLEGIO ESTADUAL ALBERT SABIN,83.5
168918,2015,Goias,Goiânia,52034836,COLEGIO ESTADUAL ARY RIBEIRO VALADAO FILHO,92.0
168925,2015,Goias,Goiânia,52034879,COLEGIO ESTADUAL CORACAO DE JESUS,87.5
168933,2015,Goias,Goiânia,52035042,COLEGIO ESTADUAL EDMUNDO ROCHA VERA CRUZ,81.1
168940,2015,Goias,Goiânia,52035140,COLEGIO ESTADUAL JOAO JOSE COUTINHO,90.8
168945,2015,Goias,Goiânia,52035247,COLEGIO ESTADUAL MENINO JESUS,79.9
168949,2015,Goias,Goiânia,52035271,COLEGIO ESTADUAL MIRIAM BENCHIMOL FERREIRA,72.8
168955,2015,Goias,Goiânia,52035280,COLEGIO ESTADUAL MURILO BRAGA,82.3
168961,2015,Goias,Goiânia,52035344,COLEGIO ESTADUAL OLAVO BILAC,85.0
168964,2015,Goias,Goiânia,52035352,COLEGIO ESTADUAL PARQUE DOS BURITIS,93.1
168972,2015,Goias,Goiânia,52035395,COLEGIO ESTADUAL POLIVALENTE PROFESSOR GOIANY PRATES,80.7
168981,2015,Goias,Goiânia,52035549,COLEGIO ESTADUAL SEBASTIAO ALVES DE SOUZA,83.8
168984,2015,Goias,Goiânia,52035581,COLEGIO ESTADUAL SOLON AMARAL,85.1
168993,2015,Goias,Goiânia,52035719,COLEGIO AGENOR CARDOSO DE OLIVEIRA,98.5
169004,2015,Goias,Goiânia,52037045,IFG - CAMPUS GOIANIA,82.8
169011,2015,Goias,Goiânia,52037517,COLEGIO ESTADUAL JARDIM EUROPA,92.0
169015,2015,Goias,Goiânia,52037568,COLEGIO ESTADUAL JAYME CAMARA,80.3
169018,2015,Goias,Goiânia,52037851,ESCOLA PROFA YOLANDA,100.0
169026,2015,Goias,Goiânia,52037991,IEC PRESIDENTE CASTELLO BRANCO,90.7
169032,2015,Goias,Goiânia,52038025,INSTITUTO DE EDUCACAO DE GOIAS,76.4
169035,2015,Goias,Goiânia,52038149,INSTITUTO PRESBITERIANO DE EDUCACAO II,95.7
169042,2015,Goias,Goiânia,52038181,LYCEU DE GOIANIA,99.2
169047,2015,Goias,Goianira,52038270,COLEGIO ESTADUAL JOSE RODRIGUES NAVES,82.9
169056,2015,Goias,Guapó,52038483,COLEGIO ESTADUAL PROFESSORA LIODOSIA SERRA RAMOS,85.0
169058,2015,Goias,Hidrolândia,52038734,COLEGIO ESTADUAL ADEMAR ALVES DE SOUZA,86.9
169063,2015,Goias,Hidrolândia,52038742,COLEGIO ESTADUAL DEPUTADO MANOEL MENDONCA,75.9
169070,2015,Goias,Leopoldo de Bulhões,52039005,COLEGIO ESTADUAL SALIM AFIUNE,97.2
169077,2015,Goias,Nerópolis,52039200,COLEGIO ESTADUAL DOUTOR NEGREIROS,86.9
169080,2015,Goias,Nerópolis,52039226,COLEGIO ESTADUAL MARTINIANO DE CARVALHO,80.4
169083,2015,Goias,Santo Antônio de Goiás,52039382,COLEGIO ESTADUAL PADRE ALEXANDRE DE MORAIS,94.0
169094,2015,Goias,Terezópolis de Goiás,52039625,COLEGIO ESTADUAL ALFREDO NASSER,83.3
169100,2015,Goias,Trindade,52039714,COLEGIO ESTADUAL PADRE PELAGIO,79.5
169107,2015,Goias,Trindade,52039722,COLEGIO APHONSIANO,91.9
169114,2015,Goias,Trindade,52039730,COLEGIO ESTADUAL DIVINO PAI ETERNO,79.4
169118,2015,Goias,Trindade,52039897,COLEGIO ESTADUAL MENINO JESUS,87.7
169121,2015,Goias,Trindade,52039951,COLEGIO ESTADUAL SENADOR THEOTONIO VILELLA,89.9
169124,2015,Goias,Trindade,52040119,COLEGIO ESTADUAL CESAR ALENCASTRO VEIGA,85.3
169129,2015,Goias,Abadia de Goiás,52040127,COLEGIO ESTADUAL MANOEL LIBANIO DA SILVA,85.6
169141,2015,Goias,Damianópolis,52040577,COLEGIO ESTADUAL JULIO MOREIRA DE MOURA,97.9
169152,2015,Goias,Iaciara,52041450,COLEGIO ESTADUAL JOAQUIM VIEIRA DE BRITO,96.4
