,school_year,state,municipality,school_id,school_name,passing
67619,2015,Rondonia,Porto Velho,11000058,CENTRO DE ENSINO CLASSE A,96.1
67628,2015,Rondonia,Porto Velho,11000171,CENTRO EDUCACIONAL MOJUCA,94.6
67640,2015,Rondonia,Porto Velho,11000198,CENTRO EDUCACIONAL OBJETIVO,90.1
67642,2015,Rondonia,Porto Velho,11000244,COLEGIO DOM BOSCO,88.7
67648,2015,Rondonia,Porto Velho,11000252,CENTRO EDUCACIONAL OBJETIVO - UNIDADE JARDIM AMERICA,84.5
67660,2015,Rondonia,Porto Velho,11000260,COLEGIO TIRADENTES DA POLICIA MILITAR DO ESTADO DE RONDONIA EEEFM TIRADENTES,89.2
67662,2015,Rondonia,Porto Velho,11000317,EEEFM JOSE OTINO DE FREITAS,73.9
67673,2015,Rondonia,Porto Velho,11000350,COLEGIO ADVENTISTA DE PORTO VELHO,88.7
67677,2015,Rondonia,Porto Velho,11000384,EEEFM 4 DE JANEIRO,54.9
67682,2015,Rondonia,Porto Velho,11000457,EEEFM PROFESSORA ANTONIA VIEIRA FROTA,75.5
67687,2015,Rondonia,Porto Velho,11000597,EEEFM BELA VISTA,64.9
67691,2015,Rondonia,Porto Velho,11000678,EEEFM BRASILIA,81.6
67698,2015,Rondonia,Porto Velho,11000708,EEEFM CAP CLAUDIO MANOEL DA COSTA,70.8
67704,2015,Rondonia,Porto Velho,11000856,EEEFM PROFESSOR DANIEL NERI DA SILVA,78.7
67707,2015,Rondonia,Porto Velho,11000880,CENTRO EDUCACIONAL DR GILBERTO MENDES DE AZEVEDO,92.0
67714,2015,Rondonia,Porto Velho,11000937,EEEFM DR OSVALDO PIANA,79.3
67720,2015,Rondonia,Porto Velho,11001046,EEEFM ESTUDO E TRABALHO,61.8
67725,2015,Rondonia,Porto Velho,11001119,EEEFM GOV ARAUJO LIMA,73.7
67729,2015,Rondonia,Porto Velho,11001135,EEEFM GOV PETRONIO BARCELOS,72.3
67734,2015,Rondonia,Porto Velho,11001283,EEEFM JOHN KENNEDY,59.9
67741,2015,Rondonia,Porto Velho,11001305,EEEFM JORGE TEIXEIRA DE OLIVEIRA,55.2
67746,2015,Rondonia,Porto Velho,11001640,EEEFM MURILO BRAGA,85.4
67750,2015,Rondonia,Porto Velho,11002018,EEEFM PROF FLORA CALHEIROS COTRIN,62.9
67759,2015,Rondonia,Porto Velho,11002123,EEEFM RISOLETA NEVES,58.5
67761,2015,Rondonia,Porto Velho,11002255,E E E F M SAO LUIZ,49.4
67766,2015,Rondonia,Porto Velho,11002468,EEEFM BARAO DO SOLIMOES,82.8
67776,2015,Rondonia,Porto Velho,11002484,EEEM MAJOR GUAPINDAIA,74.4
67782,2015,Rondonia,Porto Velho,11002506,EEEFM MARECHAL CASTELO BRANCO,55.6
67789,2015,Rondonia,Porto Velho,11002514,EEEFM PROF ORLANDO FREIRE,66.1
67792,2015,Rondonia,Porto Velho,11002522,EEEFM PROF EDUARDO LIMA E SILVA,63.6
67799,2015,Rondonia,Porto Velho,11002549,EEEFM RIO BRANCO,39.5
67805,2015,Rondonia,Porto Velho,11003065,IEE CARMELA DUTRA,86.4
67810,2015,Rondonia,Porto Velho,11003081,INSTITUTO LAURA VICUNA,92.6
67817,2015,Rondonia,Porto Velho,11003090,INSTITUTO MARIA AUXILIADORA,91.6
67818,2015,Rondonia,Porto Velho,11003413,EEEFM GENERAL OSORIO,80.9
67821,2015,Rondonia,Nova Mamoré,11003979,EEEFM CASIMIRO DE ABREU,76.5
67829,2015,Rondonia,Nova Mamoré,11004274,EEEFM PROFESSOR SALOMAO SILVA,81.3
67831,2015,Rondonia,Buritis,11004428,EEEFM BURITI,87.2
67843,2015,Rondonia,Candeias do Jamari,11005041,E E E F M CARLOS DRUMMOND DE ANDRADE,67.2
67847,2015,Rondonia,Itapuã do Oeste,11005360,EEEFM PAULO FREIRE,62.1
67858,2015,Rondonia,Costa Marques,11005823,EEEFM ANGELINA DOS ANJOS,77.5
67862,2015,Rondonia,Guajará-Mirim,11005939,EEEFM ALKINDAR BRASIL DE AROUCA,80.8
67867,2015,Rondonia,Guajará-Mirim,11006595,EPEFM TOUFIA TANOUS BOUCHABKI,92.7
67878,2015,Rondonia,Guajará-Mirim,11006617,EEEFM IRMA MARIA CELESTE,67.8
67879,2015,Rondonia,Guajará-Mirim,11006633,EEEFM ROCHA LEAL,89.2
67889,2015,Rondonia,Guajará-Mirim,11006641,EEEFM SIMON BOLIVAR,74.7
67895,2015,Rondonia,Guajará-Mirim,11006684,IEE PAULO SALDANHA,88.1
67902,2015,Rondonia,Guajará-Mirim,11006706,CENTRO EDUCACIONAL INOVACAO,100.0
67909,2015,Rondonia,Ariquemes,11006773,EEEFM CORA CORALINA,54.5
67911,2015,Rondonia,Ariquemes,11006889,EEEFM ANISIO TEIXEIRA,72.8
67919,2015,Rondonia,Ariquemes,11007656,COLEGIO DINAMICO EDUCACAO BASICA,94.8
67927,2015,Rondonia,Ariquemes,11007885,EEEFM HEITOR VILLA LOBOS,73.7
67931,2015,Rondonia,Ariquemes,11007893,EEEFM RICARDO CANTANHEDE,78.8
67936,2015,Rondonia,Machadinho D'Oeste,11008008,EEEFM ALBERTO NEPOMUCENO,88.9
67943,2015,Rondonia,Machadinho D'Oeste,11009080,EEEFM JOAQUIM PEREIRA DA ROCHA,70.2
67952,2015,Rondonia,Rio Crespo,11009306,EEEFM FRANCISCO MIGNONE,73.4
67956,2015,Rondonia,Cacaulândia,11010290,EEEFM FREI HENRIQUE DE COIMBRA,61.8
67963,2015,Rondonia,Monte Negro,11010665,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,85.2
67967,2015,Rondonia,Jaru,11011491,EEEFM CAPITAO SILVIO DE FARIAS,85.4
67974,2015,Rondonia,Jaru,11011661,EEEFM PROF DAYSE MARA DE OLIVEIRA MARTINS,65.3
67986,2015,Rondonia,Jaru,11012684,EEEFM RAIMUNDO CANTANHEDE,60.2
67990,2015,Rondonia,Jaru,11012994,EEEFM PLACIDO DE CASTRO,79.0
67995,2015,Rondonia,Ji-Paraná,11013141,CENTRO EDUCACIONAL SAO PAULO - CEDUSP,98.4
68004,2015,Rondonia,Ji-Paraná,11013737,COLEGIO ADVENTISTA DE JI-PARANA,95.4
68011,2015,Rondonia,Ji-Paraná,11014156,EEEFM JANETE CLAIR,91.0
68019,2015,Rondonia,Ji-Paraná,11014431,EEEFM MARCOS BISPO SILVA,70.4
68025,2015,Rondonia,Ji-Paraná,11015144,EEEFM RIO URUPA,61.1
68026,2015,Rondonia,Ji-Paraná,11015500,EEEFM TUPA,89.7
68031,2015,Rondonia,Ji-Paraná,11015608,EEEFM ALUIZIO FERREIRA,75.2
68038,2015,Rondonia,Ji-Paraná,11015616,EEEFM CEL JORGE TEIXEIRA DE OLIVEIRA,92.9
68041,2015,Rondonia,Ji-Paraná,11015624,EEEFM GONCALVES DIAS,87.4
68048,2015,Rondonia,Ji-Paraná,11015632,EEEFM JULIO GUERRA,65.5
68059,2015,Rondonia,Ji-Paraná,11015667,EEEFM LAURO BENNO PREDIGER,80.5
68063,2015,Rondonia,Ji-Paraná,11015683,EEEFM PROF JOSE FRANCISCO DOS SANTOS,67.8
68082,2015,Rondonia,Ouro Preto do Oeste,11016248,COLEGIO UNEOURO,100.0
68087,2015,Rondonia,Ouro Preto do Oeste,11016507,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,81.5
68092,2015,Rondonia,Nova União,11017120,EEEFM MARIA GORETTI,77.1
68093,2015,Rondonia,Ouro Preto do Oeste,11017201,EEEFM MONTEIRO LOBATO,84.3
68102,2015,Rondonia,Teixeirópolis,11017384,EEEFM PIONEIRA,77.2
68111,2015,Rondonia,Ouro Preto do Oeste,11017775,EEEFM 28 DE NOVEMBRO,56.0
68113,2015,Rondonia,Ouro Preto do Oeste,11017791,EEEFM JOAQUIM DE LIMA AVELINO,78.0
68121,2015,Rondonia,Presidente Médici,11018089,EEEFM CARLOS DRUMOND DE ANDRADE,88.7
68128,2015,Rondonia,Presidente Médici,11018216,EEEFM DONA BENTA,83.6
68133,2015,Rondonia,Presidente Médici,11018810,EEEFM PROF PAULO FREIRE,69.0
68142,2015,Rondonia,Presidente Médici,11018950,EEEFM PRESIDENTE EMILIO GARRASTAZU MEDICI,87.6
68154,2015,Rondonia,Mirante da Serra,11019956,INSTITUTO ADVENTISTA DA AMAZONIA OCIDENTAL,96.2
68162,2015,Rondonia,Urupá,11020504,EEEFM ALTAMIR BILLY SOARES,83.1
68170,2015,Rondonia,Vale do Paraíso,11021403,EEEFM TUBARAO,79.5
68175,2015,Rondonia,Nova Brasilândia D'Oeste,11022221,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,62.6
68186,2015,Rondonia,Alvorada D'Oeste,11023660,EEEFM JOAQUIM XAVIER DE OLIVEIRA,91.7
68192,2015,Rondonia,Seringueiras,11024097,EEEFM OSWALDO PIANA,89.2
68200,2015,Rondonia,Alto Alegre dos Parecis,11024437,EEEFM ARTUR DA COSTA E SILVA,86.0
68208,2015,Rondonia,Alta Floresta D'Oeste,11024968,EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA,89.9
68212,2015,Rondonia,Alta Floresta D'Oeste,11025638,EEEFM PADRE EZEQUIEL RAMIN,83.6
68221,2015,Rondonia,Cacoal,11025670,CENTRO EDUCACIONAL MEMORINA ROSA CAMPOS,88.4
68229,2015,Rondonia,Cacoal,11026197,EEEFM CARLOS DRUMMOND DE ANDRADE,78.9
68232,2015,Rondonia,Cacoal,11026278,EEEFM CORA CORALINA,82.3
68243,2015,Rondonia,Cacoal,11026324,ESCOLA DANIEL BERG,93.1
68253,2015,Rondonia,Cacoal,11027290,EEBP ANTONIO SANCHEZ DE LARRAGOITI Y CURDUMI,95.2
68269,2015,Rondonia,Cacoal,11027347,EEEFM CLODOALDO NUNES DE ALMEIDA,77.9
68272,2015,Rondonia,Cacoal,11027355,ESCOLA DE ENSINO FUNDAMENTAL E MEDIO FAMILIA AGRICOLA PE EZEQUIEL RAMIN,100.0
68278,2015,Rondonia,Cacoal,11027401,EEEFM CELSO FERREIRA DA CUNHA,76.7
68283,2015,Rondonia,Espigão D'Oeste,11027754,EEEFM JEAN PIAGET,81.1
68291,2015,Rondonia,Espigão D'Oeste,11028424,EEEFM 7 DE SETEMBRO,70.2
68294,2015,Rondonia,Rolim de Moura,11028750,EEEFM CARLOS DRUMOND DE ANDRADE,69.5
68302,2015,Rondonia,Rolim de Moura,11029056,EEEFM JOSE ROSALES DOS SANTOS,90.5
68309,2015,Rondonia,Rolim de Moura,11029110,EEEFM MARIA DO CARMO DE OLIVEIRA RABELO,82.1
68311,2015,Rondonia,Rolim de Moura,11029170,EEEFM NILSON SILVA,83.7
68318,2015,Rondonia,Rolim de Moura,11029307,EEEFM PRISCILA RODRIGUES CHAGAS,71.4
68325,2015,Rondonia,Rolim de Moura,11029439,EEEFM CANDIDO PORTINARI,89.0
68333,2015,Rondonia,Rolim de Moura,11029455,EEEFM CEL ALUIZIO PINHEIRO FERREIRA,75.4
68339,2015,Rondonia,Rolim de Moura,11029480,EEEFM TANCREDO DE ALMEIDA NEVES,58.9
68342,2015,Rondonia,Santa Luzia D'Oeste,11029951,EEEFM JUSCELINO KUBITSCHEK,96.0
68350,2015,Rondonia,Novo Horizonte do Oeste,11030003,EEEFM AMERICO BRASILIENSE DE ALMEIDA E MELO,84.6
68354,2015,Rondonia,Novo Horizonte do Oeste,11030216,ESCOLA FAMILIA AGRICOLA CHICO MENDES,96.3
68361,2015,Rondonia,Novo Horizonte do Oeste,11030372,EEEFM MARECHAL CANDIDO RONDON,78.2
68367,2015,Rondonia,Castanheiras,11030666,EEEFM FRANCISCA JULIA DA SILVA,90.5
68373,2015,Rondonia,Ministro Andreazza,11031298,EEEFM NILO COELHO,93.3
68377,2015,Rondonia,Pimenta Bueno,11031433,CENTRO EDUCACIONAL PROFESSOR PAULO FREIRE,100.0
68383,2015,Rondonia,Primavera de Rondônia,11031913,EEEFM ESTACIO DE SA,93.6
68399,2015,Rondonia,Pimenta Bueno,11032260,EEEFM MARECHAL CORDEIRO DE FARIAS,82.0
68410,2015,Rondonia,Pimenta Bueno,11033070,EEEFM RAIMUNDO EUCLIDES BARBOSA,78.0
68419,2015,Rondonia,Vilhena,11033215,CENTRO EDUCACIONAL ISOLINA RUTTMANN,95.7
68425,2015,Rondonia,Vilhena,11033487,EEEFM MACHADO DE ASSIS,93.8
68432,2015,Rondonia,Vilhena,11033649,E E E F M MARIA ARLETE TOLEDO,68.5
68437,2015,Rondonia,Vilhena,11033738,EPEB STA LUCIA FILIPPINI,96.3
68443,2015,Rondonia,Vilhena,11033797,EEEFM ALVARES DE AZEVEDO,85.6
68453,2015,Rondonia,Vilhena,11033819,EEEFM MARECHAL RONDON,76.9
68459,2015,Rondonia,Vilhena,11033835,EEEFM ZILDA DA FROTA UCHOA,59.3
68466,2015,Rondonia,Cabixi,11034440,EEEFM JOSE DE ANCHIETA,78.2
68472,2015,Rondonia,Cerejeiras,11034998,EEEFM TANCREDO DE ALMEIDA NEVES,72.8
68483,2015,Rondonia,Pimenteiras do Oeste,11035080,EEEFM INACIO DE CASTRO,86.7
68495,2015,Rondonia,Colorado do Oeste,11035960,EEEFM PAULO DE ASSIS RIBEIRO,90.1
68504,2015,Rondonia,Corumbiara,11036397,EEEFM MARECHAL RONDON,80.9
68508,2015,Rondonia,Corumbiara,11036486,E E E F M DOUTOR OSWALDO PIANA,78.5
68518,2015,Rondonia,Colorado do Oeste,11037016,IFRO - CAMPUS COLORADO DO OESTE,86.5
68526,2015,Rondonia,Porto Velho,11037474,CENTRO DE ENSINO MINEIRO,95.4
68528,2015,Rondonia,Porto Velho,11038063,EEEFM ULISSES GUIMARAES,67.1
68536,2015,Rondonia,Espigão D'Oeste,11038578,ESCOLA MONTEIRO LOBATO,98.7
68546,2015,Rondonia,Jaru,11040076,COOPERATIVA DE PROFISSIONAIS EM EDUCACAO,100.0
68554,2015,Rondonia,Porto Velho,11040629,EEEFM JAYME PEIXOTO DE ALENCAR,84.1
68560,2015,Rondonia,Porto Velho,11040688,EPEFM TERRA NOVA,83.3
68564,2015,Rondonia,Porto Velho,11040793,EEEB PROF JOAO BENTO DA COSTA,70.5
68571,2015,Rondonia,Vilhena,11041951,COOPERATIVA EDUCACIONAL DE VILHENA,98.1
68582,2015,Rondonia,Porto Velho,11043857,COLEGIO CLASSE A,90.7
68588,2015,Rondonia,Vilhena,11043954,COLEGIO PROFESSOR VANKS,99.1
68595,2015,Rondonia,Rolim de Moura,11045639,COLEGIO CLARICE LISPECTOR LTDA,100.0
68598,2015,Rondonia,Cacoal,11046740,EEEM JOSINO BRITO,76.3
68606,2015,Rondonia,Candeias do Jamari,11046953,EEEFM ALBINO BUTTNER,80.8
68615,2015,Rondonia,Ji-Paraná,11047208,E E E M JOVEM GONCALVES VILELA,82.4
68627,2015,Rondonia,Nova Mamoré,11048247,EEEFM PROFESSORA MARIA LAURINDA GROFF,86.6
68630,2015,Rondonia,Porto Velho,11048450,EEEFM MARCELO CANDIA SUBSEDE I,87.6
68638,2015,Rondonia,Porto Velho,11048638,ESCOLA ANISIO TEIXEIRA,86.7
68639,2015,Rondonia,Pimenta Bueno,11048956,ESCOLA ESTADUAL DE EDUCACAO BASICA E PROFISSIONAL ABAITARA,90.8
68640,2015,Rondonia,Machadinho D'Oeste,11049022,COLEGIO DRUMMOND,100.0
68643,2015,Rondonia,Porto Velho,11049073,COLEGIO OBJETIVO MAIS,100.0
68645,2015,Rondonia,Porto Velho,11049430,COLEGIO TIRADENTES DA POLICIA MILITAR II UNIDADE JACI PARANA CTPMII,75.4
68658,2015,Rondonia,Ji-Paraná,11106808,IFRO - CAMPUS JI-PARANA,91.8
68664,2015,Rondonia,Vilhena,11106867,EEEFM SHIRLEI CERUTI,59.4
68667,2015,Rondonia,Vilhena,11107804,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA - CAMPUS VILHENA,85.9
68670,2015,Rondonia,Ariquemes,11108800,IFRO - CAMPUS ARIQUEMES,88.1
68674,2015,Rondonia,Porto Velho,11109807,IFRO - CAMPUS PORTO VELHO CALAMA,85.4
68676,2015,Rondonia,Cacoal,11109815,IFRO - CAMPUS CACOAL,84.2
68678,2015,Acre,Cruzeiro do Sul,12000213,ESC ANSELMO MAIA DE CARVALHO,98.0
68684,2015,Acre,Cruzeiro do Sul,12000418,ESC FLODOARDO CABRAL,83.2
68687,2015,Acre,Cruzeiro do Sul,12000450,ESC CRAVEIRO COSTA,84.9
68695,2015,Acre,Cruzeiro do Sul,12000906,ESC JUAREZ IBERNON,77.3
68704,2015,Acre,Cruzeiro do Sul,12000930,ESC MANOEL BRAZ DE MELO,89.1
68713,2015,Acre,Cruzeiro do Sul,12001015,ESC MARIA DE NAZARE SANTIAGO,95.0
68718,2015,Acre,Cruzeiro do Sul,12001686,ESC INST ORFANOLOGICO SANTA TERESINHA,92.7
68723,2015,Acre,Mâncio Lima,12001805,ESC 1º DE MAIO,89.0
68757,2015,Acre,Capixaba,12009725,ESC ARGENTINA PEREIRA FEITOSA,81.8
68765,2015,Acre,Plácido de Castro,12010731,ESC SAO LUIZ GONZAGA,84.7
68769,2015,Acre,Rio Branco,12010928,ESC COLEGIO ADVENTISTA DE RIO BRANCO,96.1
68776,2015,Acre,Rio Branco,12010936,ESC CENTRO EDUCACIONAL E CULTURAL - META,98.0
68786,2015,Acre,Rio Branco,12011410,ESC COLEGIO DE APLICACAO UFAC,72.4
68791,2015,Acre,Rio Branco,12011444,ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO,66.6
68793,2015,Acre,Rio Branco,12011517,ESC DR JOAO BATISTA AGUIAR,75.4
68806,2015,Acre,Rio Branco,12011584,ESC ALCIMAR NUNES LEITAO,79.4
68811,2015,Acre,Rio Branco,12012017,ESC HUMBERTO SOARES DA COSTA,91.5
68817,2015,Acre,Rio Branco,12012181,ESC PROF JOSE RODRIGUES LEITE,96.3
68827,2015,Acre,Rio Branco,12012360,ESC DR SANTIAGO DANTAS,66.9
68833,2015,Acre,Rio Branco,12012556,ESC PROF HELOISA MOURAO MARQUES,61.9
68843,2015,Acre,Rio Branco,12012580,ESC INSTITUTO DE EDUCACAO LOURENCO FILHO,68.5
68849,2015,Acre,Rio Branco,12012750,ESC LEONCIO DE CARVALHO,84.8
68856,2015,Acre,Rio Branco,12013013,ESC LOURIVAL SOMBRA PEREIRA LIMA,80.1
68858,2015,Acre,Rio Branco,12013340,ESCOLA PRESBITERIANA JOAO CALVINO,97.6
68866,2015,Acre,Porto Acre,12014125,ESC UNIAO E PROGRESSO,92.9
68869,2015,Acre,Rio Branco,12014370,ESC INSTITUTO IMACULADA CONCEICAO,96.2
68877,2015,Acre,Rio Branco,12014389,ESC INSTITUTO SAO JOSE,97.9
68880,2015,Acre,Senador Guiomard,12014591,ESC 15 DE JUNHO,76.3
68891,2015,Acre,Porto Acre,12015326,ESC CEL JOSE PLACIDO DE CASTRO,100.0
68898,2015,Acre,Porto Acre,12015342,ESC JADER SARAIVA MACHADO,78.1
68922,2015,Acre,Xapuri,12018163,ESC SAO MIGUEL,86.5
68928,2015,Acre,Acrelândia,12018422,ESC SANTA LUCIA III,97.7
68936,2015,Acre,Cruzeiro do Sul,12020249,ESC DOM HENRIQUE RUTH,73.9
68943,2015,Acre,Rio Branco,12021261,ESC COLEGIO VITORIA,88.0
68952,2015,Acre,Acrelândia,12021768,ESC MARCILIO PONTES DOS SANTOS,80.2
68960,2015,Acre,Rodrigues Alves,12022004,ESC FRANCISCO BRAGA DE SOUZA,88.8
68967,2015,Acre,Rio Branco,12022969,ESC ASSOCIACAO MODELAR DE ENSINO A M E,95.3
68973,2015,Acre,Plácido de Castro,12023779,ESC JOAO RICARDO DE FREITAS,77.3
68977,2015,Acre,Rio Branco,12026409,ESC COLEGIO ALTERNATIVO DO ACRE LTDA,94.7
68988,2015,Acre,Rio Branco,12026530,ESC DE EDUCACAO BASCIA E PROFISSIONAL FUNDACAO BRADESCO,97.4
68994,2015,Acre,Rio Branco,12027340,ESC LOURIVAL PINHO,69.5
68998,2015,Acre,Rio Branco,12027758,ESC GLORIA PEREZ,80.4
69007,2015,Acre,Rio Branco,12028037,ESC JORNALISTA ARMANDO NOGUEIRA,76.2
69012,2015,Acre,Rio Branco,12028835,ESC COLEGIO LATO SENSU,100.0
69021,2015,Acre,Rio Branco,12028860,ESC JOSE RIBAMAR BATISTA,77.9
69031,2015,Acre,Rio Branco,12030058,ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO,98.7
69032,2015,Acre,Jordão,12030155,ESC JAIRO DE FIGUEIREDO MELO,94.1
69038,2015,Acre,Cruzeiro do Sul,12030937,IFAC - CAMPUS CRUZEIRO DO SUL,83.1
69041,2015,Acre,Xapuri,12030953,INSTITUTO FEDERAL DO ACRE - CAMPUS XAPURI,93.5
69043,2015,Acre,Rio Branco,12030961,IFAC - CAMPUS RIO BRANCO,69.3
69048,2015,Acre,Rio Branco,12031682,ESC COLEGIO SIGMA,99.1
69051,2015,Acre,Rio Branco,12044636,ESC PROF PEDRO MARTINELLO,73.2
69060,2015,Acre,Rio Branco,12044822,ESC SEBASTIAO PEDROSA,60.5
69064,2015,Acre,Rio Branco,12052221,ESC PROF CLICIA GADELHA,68.1
69068,2015,Acre,Rio Branco,12091260,ESC BOA UNIAO ENSINO JOVEM,61.2
69076,2015,Amazonas,Barcelos,13000411,ESCOLA ESTADUAL SAO FRANCISCO DE SALLES,89.9
69081,2015,Amazonas,São Gabriel da Cachoeira,13001337,ESCOLA ESTADUAL DOM JOAO MARCHESI,92.7
69089,2015,Amazonas,São Gabriel da Cachoeira,13001396,ESCOLA ESTADUAL SAO GABRIEL,80.3
69111,2015,Amazonas,Santo Antônio do Içá,13007351,ESCOLA ESTADUAL SANTO ANTONIO,88.3
69118,2015,Amazonas,São Paulo de Olivença,13007572,ESCOLA ESTADUAL Nª Sª DA ASSUNCAO,89.3
69126,2015,Amazonas,Tabatinga,13007874,ESCOLA ESTADUAL DUQUE DE CAXIAS,79.2
69146,2015,Amazonas,Alvarães,13012533,ESCOLA ESTADUAL PROF JOHANNES PETRUS,85.1
69154,2015,Amazonas,Tefé,13013076,CENTRO EDUCACIONAL GOVERNADOR GILBERTO MESTRINHO,93.8
69173,2015,Amazonas,Anori,13014846,ESCOLA ESTADUAL PRESIDENTE COSTA E SILVA,91.3
69180,2015,Amazonas,Caapiranga,13016318,ESCOLA ESTADUAL CARMINA DE CASTRO,88.6
69183,2015,Amazonas,Coari,13016792,ESCOLA ESTADUAL NOSSA SENHORA DO PERPETUO SOCORRO,90.1
69194,2015,Amazonas,Coari,13018221,ESCOLA ESTADUAL MARIA ALMEIDA DO NASCIMENTO,81.8
69201,2015,Amazonas,Coari,13018302,INSTITUTO BEREANO DE COARI,83.8
69217,2015,Amazonas,Careiro,13020811,ESCOLA ESTADUAL SENADOR FABIO LUCENA,91.6
69226,2015,Amazonas,Careiro da Várzea,13021036,ESCOLA ESTADUAL TIBURCIO ALVES MOGEIRO,94.7
69235,2015,Amazonas,Careiro da Várzea,13021354,ESCOLA ESTADUAL ALBERTO SANTOS MIGUEIS,93.3
69238,2015,Amazonas,Iranduba,13021630,ESCOLA ESTADUAL ISAIAS VASCONCELOS,80.3
69246,2015,Amazonas,Manacapuru,13022725,ESCOLA ESTADUAL NOSSA SENHORA DE NAZARE,81.5
69261,2015,Amazonas,Manaus,13025082,ASSOCIACAO DE CIENCIAS EDUCACAO E TECNOLOGIA DA AMAZONIA - COLEGIO MARTHA FALCAO,87.3
69263,2015,Amazonas,Manaus,13025210,INSTITUTO HILDA FERREIRA,97.8
69270,2015,Amazonas,Manaus,13025228,REDE SESI DE EDUCACAO - AMAZONAS - UNIDADE DE EDUCACAO DRA EMINA BARBOSA MUSTAFA,95.0
69272,2015,Amazonas,Manaus,13025422,CENTRO EDUCACIONAL ALVARO BOTELHO MAIA,98.0
69286,2015,Amazonas,Manaus,13025694,CENTRO EDUCACIONAL RAIMUNDO BELO FERREIRA,97.3
69297,2015,Amazonas,Manaus,13025724,CENTRO EDUCACIONAL SANTA TERESINHA,98.9
69306,2015,Amazonas,Manaus,13025872,CENTRO EDUCACIONAL LATO SENSU,99.5
69315,2015,Amazonas,Manaus,13026089,CENTRO EDUCACIONAL CASIMIRO DE ABREU,94.0
69327,2015,Amazonas,Manaus,13026160,CENTRO EDUCACIONAL FUCAPI LYNALDO CAVALCANTE DE ALBUQUERQUE CEEF,85.4
69332,2015,Amazonas,Manaus,13026194,CENTRO EDUCACIONAL LA SALLE,84.5
69340,2015,Amazonas,Manaus,13026321,CENTRO EDUCACIONAL RECANTO DA CRIANCA INTERATIVO,99.2
69346,2015,Amazonas,Manaus,13026356,CENTRO EDUC SILVIA GUERRA,96.8
69351,2015,Amazonas,Manaus,13026402,ESCOLAS IDAAM - UNIDADE DJALMA BATISTA,97.3
69358,2015,Amazonas,Manaus,13026429,ESCOLA CONCORDIA DE ENSINO FUNDAMENTAL E MEDIO DA ULBRA,99.0
69364,2015,Amazonas,Manaus,13026470,COLEGIO AMAZONENSE DOM PEDRO II,89.9
69372,2015,Amazonas,Manaus,13026488,COLEGIO MILITAR DE MANAUS,92.7
69376,2015,Amazonas,Manaus,13026496,ASSOCIACAO EDUCACIONAL MARIA AUXILIADORA,86.2
69387,2015,Amazonas,Manaus,13026500,COLEGIO SANTA DOROTEIA,91.5
69390,2015,Amazonas,Manaus,13026550,COLEGIO BRASILEIRO PEDRO SILVESTRE,90.9
69400,2015,Amazonas,Manaus,13026577,COLEGIO MILITAR DA POLICIA MILITAR DO AMAZONAS,89.6
69403,2015,Amazonas,Manaus,13026585,COL DOM BOSCO,90.4
69416,2015,Amazonas,Manaus,13026631,COLEGIO PALAS ATENA,98.4
69422,2015,Amazonas,Manaus,13026844,IFAM - CAMPUS MANAUS ZONA LESTE,85.0
69430,2015,Amazonas,Manaus,13026950,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,94.8
69434,2015,Amazonas,Manaus,13027042,ESCOLA ESTADUAL 1º DE MAIO,90.1
69445,2015,Amazonas,Manaus,13027123,ESCOLA ESTADUAL DESEMBARGADOR ANDRE VIDAL DE ARAUJO,87.2
69452,2015,Amazonas,Manaus,13027131,ESCOLA ESTADUAL ANGELO RAMAZZOTTI,68.7
69461,2015,Amazonas,Manaus,13027255,ESCOLA ESTADUAL D MILTON CORREA PEREIRA,75.2
69463,2015,Amazonas,Manaus,13027280,ESCOLA ESTADUAL DR JOSE MILTON BANDEIRA,91.7
69467,2015,Amazonas,Manaus,13027310,ESCOLA ESTADUAL ENGº ARTHUR AMORIM,71.9
69472,2015,Amazonas,Manaus,13027344,ESCOLA ESTADUAL FARIAS BRITTO,79.3
69485,2015,Amazonas,Manaus,13027514,ESCOLA ESTADUAL LIBERALINA WEILL,97.8
69490,2015,Amazonas,Manaus,13027549,ESCOLA ESTADUAL LUIZINHA NASCIMENTO,75.8
69497,2015,Amazonas,Manaus,13027573,ESCOLA ESTADUAL MARCIO NERY,79.2
69515,2015,Amazonas,Manaus,13027727,ESCOLA ESTADUAL PROFª ONDINA DE PAULA RIBEIRO,74.5
69522,2015,Amazonas,Manaus,13027786,ESCOLA ESTADUAL PRESIDENTE CASTELO BRANCO,76.1
69531,2015,Amazonas,Manaus,13027930,ESCOLA ESTADUAL RUY ARAUJO,93.0
69537,2015,Amazonas,Manaus,13027956,ESCOLA ESTADUAL SANT ANA,86.4
69539,2015,Amazonas,Manaus,13027972,ESCOLA ESTADUAL SENADOR PETRONIO PORTELLA,99.8
