,school_id,latitude,longitude,type
4421,15119777,-4.7767646,-48.06473399999999,"['establishment', 'point_of_interest', 'school']"
4422,33078866,-22.9371926,-43.343704,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4423,35910119,-23.5326739,-49.2415441,"['establishment', 'point_of_interest', 'school']"
4424,31068144,-21.9987146,-44.4613186,"['establishment', 'point_of_interest', 'school']"
4425,33102791,-22.3314737,-42.6851514,"['establishment', 'point_of_interest', 'school']"
4426,52046184,-20.3339649,-40.2927609,"['establishment', 'point_of_interest', 'school']"
4427,35047715,-24.7097632,-47.5562213,"['establishment', 'point_of_interest', 'school']"
4428,32037180,-20.1391803,-40.1914573,"['establishment', 'point_of_interest', 'school']"
4429,33037965,-23.027029,-44.53388,"['establishment', 'point_of_interest', 'school']"
4430,33063575,-22.9261901,-43.1782516,"['establishment', 'point_of_interest', 'school']"
4432,17093830,-6.4128276,-47.8822604,"['establishment', 'point_of_interest', 'school']"
4434,35063332,-23.5865992,-46.5142274,"['establishment', 'point_of_interest', 'school']"
4435,29181550,-12.9855407,-38.5126103,"['establishment', 'point_of_interest', 'school']"
4436,43099017,-29.9538455,-51.0780892,"['establishment', 'point_of_interest', 'school']"
4437,35162152,-23.68638,-46.680718,"['establishment', 'point_of_interest', 'school']"
4438,29112699,-12.4180492,-41.7746256,"['establishment', 'point_of_interest', 'school']"
4440,43078400,-29.5973383,-51.2101833,"['establishment', 'point_of_interest', 'school']"
4441,52068986,-16.701201,-49.2692399,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4442,35299686,-23.64016,-46.699428,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4443,35116580,-16.2682783,-54.5940957,"['establishment', 'point_of_interest', 'school']"
4445,35463279,-23.5721876,-46.7428763,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4447,33028729,-22.9313391,-42.4918771,"['establishment', 'point_of_interest', 'school']"
4448,33058571,-22.748569,-43.4863922,"['establishment', 'point_of_interest', 'school']"
4449,43037810,-29.904548,-51.163631,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4450,33093555,-21.212136,-42.11521010000001,"['establishment', 'point_of_interest', 'school']"
4451,35004546,-23.613057,-46.6088981,"['establishment', 'point_of_interest', 'school']"
4452,51027194,-15.0689143,-57.1923942,"['establishment', 'point_of_interest', 'school']"
4453,43165133,-29.608142,-52.191392,"['establishment', 'point_of_interest', 'school']"
4454,35009295,-23.6894088,-46.55600279999999,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4455,24055859,-5.9199646,-35.2574282,"['establishment', 'point_of_interest', 'school']"
4456,35115812,-20.1411541,-44.89127360000001,"['establishment', 'point_of_interest', 'school']"
4458,35028332,-20.4413871,-50.8205012,"['establishment', 'point_of_interest', 'school']"
4459,33103909,-22.7969932,-42.9818147,"['establishment', 'point_of_interest', 'school']"
4460,35007882,-23.707551,-46.397419,"['establishment', 'point_of_interest', 'school']"
4461,31280879,-15.8132651,-42.2277794,"['establishment', 'point_of_interest', 'school']"
4463,21114285,-27.5919602,-48.58770939999999,"['establishment', 'point_of_interest', 'school']"
4464,23161868,-14.2059066,-41.6737758,"['establishment', 'point_of_interest', 'school']"
4465,52010279,-13.4406707,-49.1368794,"['establishment', 'point_of_interest', 'school']"
4466,35568582,-23.544095,-46.777449,"['establishment', 'point_of_interest', 'school']"
4467,43098860,-28.264498,-52.4158869,"['establishment', 'point_of_interest', 'school']"
4469,23068710,-3.808823799999999,-38.5255835,"['establishment', 'point_of_interest', 'school']"
4470,31054836,-22.4126214,-45.7984863,"['establishment', 'point_of_interest', 'school']"
4471,26182084,-8.838446,-35.1420182,"['establishment', 'point_of_interest', 'school']"
4472,43128246,-29.1783989,-54.8825693,"['establishment', 'point_of_interest', 'school']"
4473,22072292,-9.019314999999999,-42.695505,"['establishment', 'point_of_interest', 'school']"
4474,35143972,-20.694158,-50.04189410000001,"['establishment', 'point_of_interest', 'school']"
4475,52025454,-16.3748881,-49.3179723,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4476,33044317,-22.709376,-42.627741,"['establishment', 'point_of_interest', 'school']"
4478,33092478,-22.7971033,-43.3662206,"['establishment', 'point_of_interest', 'school']"
4480,43175309,-31.7628217,-52.3402079,"['establishment', 'point_of_interest', 'school']"
4481,22030123,-4.5853111,-42.8673283,"['establishment', 'point_of_interest', 'school']"
4482,31097683,-20.641835,-41.918433,"['establishment', 'point_of_interest', 'school']"
4485,51049848,-20.7951513,-51.71687360000001,"['establishment', 'point_of_interest', 'school']"
4486,31317284,-17.7388425,-46.1791895,"['establishment', 'point_of_interest', 'school']"
4488,26097117,-8.377938,-35.448833,"['establishment', 'point_of_interest', 'school']"
4489,29447518,-12.9664466,-38.4068033,"['establishment', 'point_of_interest', 'school']"
4490,35165232,-23.5164933,-46.4660324,"['establishment', 'point_of_interest', 'school']"
4491,17014522,-9.8008959,-49.6561963,"['establishment', 'point_of_interest', 'school']"
4492,43043208,-14.604847,-49.21875,"['establishment', 'point_of_interest', 'school']"
4493,31256927,-22.4243155,-46.5782389,"['establishment', 'point_of_interest', 'school']"
4494,22321713,-5.088061499999999,-42.8068511,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4495,17004217,-6.3270821,-47.4253788,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4496,15547191,-5.3279307,-49.1040457,"['establishment', 'point_of_interest', 'school']"
4499,32015070,-18.128249,-40.538872,"['establishment', 'point_of_interest', 'school']"
4500,11005360,-8.761284999999999,-63.89896599999999,"['establishment', 'point_of_interest', 'school']"
4501,31253367,-19.6819372,-44.89170780000001,"['establishment', 'point_of_interest', 'school']"
4502,42025710,-27.0453664,-49.6219958,"['establishment', 'point_of_interest', 'school']"
4503,31137545,-21.194014,-46.972936,"['establishment', 'point_of_interest', 'school']"
4504,23237775,-4.3171454,-40.7357184,"['establishment', 'point_of_interest', 'school']"
4506,35325983,-22.9169108,-43.5602959,"['establishment', 'point_of_interest', 'primary_school', 'school']"
4507,42031613,-27.6715407,-50.5769076,"['establishment', 'point_of_interest', 'school']"
4508,52067351,-3.1076381,-60.034425,"['establishment', 'point_of_interest', 'school']"
4509,11040629,-9.7727528,-66.36295059999999,"['establishment', 'point_of_interest', 'school']"
4510,42108837,-27.5075651,-48.517817,"['establishment', 'point_of_interest', 'school']"
4512,24002062,-5.2159584,-37.3263833,"['establishment', 'point_of_interest', 'school']"
4513,26033925,-9.394755499999999,-40.50468499999999,"['establishment', 'premise', 'school', 'secondary_school']"
4514,31009407,-19.6339376,-43.9035477,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4515,22027939,-5.0840787,-42.82193729999999,"['establishment', 'point_of_interest', 'school']"
4516,23122005,-5.5914451,-39.3752693,"['establishment', 'point_of_interest', 'school']"
4517,31008621,-19.8325266,-43.93081249999999,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4518,14324067,2.8360884,-60.7148622,"['establishment', 'point_of_interest', 'school']"
4519,31171646,-21.2376247,-45.7594613,"['establishment', 'point_of_interest', 'school']"
4520,26098822,-8.472233,-35.539112,"['establishment', 'point_of_interest', 'school']"
4522,52063275,-16.6660729,-48.6121309,"['establishment', 'point_of_interest', 'school']"
4523,41352564,-25.929893,-53.46903529999999,"['establishment', 'point_of_interest', 'school']"
4524,31005673,-19.8939477,-43.90638879999999,"['establishment', 'point_of_interest', 'school']"
4525,35100171,-8.2366671,-35.756636,"['establishment', 'point_of_interest', 'school']"
4526,31001490,-19.9284022,-43.9525003,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4527,21107246,-4.5755517,-44.600157,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4528,23211342,-7.3903601,-38.7773069,"['establishment', 'point_of_interest', 'school']"
4529,52097234,-16.8168537,-49.2714845,"['establishment', 'point_of_interest', 'university']"
4530,41056353,-24.299124,-50.6035917,"['establishment', 'point_of_interest', 'school']"
4531,43108105,-30.0705011,-51.1889987,"['establishment', 'point_of_interest', 'school']"
4532,50002554,-20.2389404,-56.38211889999999,"['establishment', 'point_of_interest', 'school']"
4533,26118424,-8.0501024,-34.9194018,"['establishment', 'point_of_interest', 'school']"
4534,31267007,-23.5789882,-46.5810572,"['establishment', 'point_of_interest', 'school']"
4535,52030610,-16.7413245,-49.2728984,"['establishment', 'point_of_interest', 'school']"
4537,35117705,-19.935184,-43.93497620000001,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4539,35024485,-22.0166004,-47.8749224,"['establishment', 'point_of_interest', 'school']"
4541,31118796,-18.5826583,-46.4950536,"['establishment', 'point_of_interest', 'school']"
4542,33141738,-22.6541646,-43.03763319999999,"['establishment', 'point_of_interest', 'school']"
4543,42070511,-27.1783932,-48.5235565,"['establishment', 'point_of_interest', 'school']"
4544,41077776,-25.3799849,-54.0527765,"['establishment', 'point_of_interest', 'school']"
4545,35136876,-3.7347167,-38.5769362,"['establishment', 'point_of_interest', 'school']"
4546,31160253,-19.8040572,-43.9568084,"['establishment', 'point_of_interest', 'school']"
4547,11002514,-8.768934900000001,-63.86988530000001,"['establishment', 'point_of_interest', 'school']"
4548,31141658,-19.4670313,-44.2096717,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4549,35109666,-23.9539185,-46.3379409,"['establishment', 'point_of_interest', 'school']"
4550,35029609,-22.5534001,-55.7154726,"['establishment', 'point_of_interest', 'school']"
4551,52097633,-1.3082957,-48.4600181,"['establishment', 'point_of_interest', 'school']"
4552,12022004,-7.7377841,-72.6541537,"['establishment', 'point_of_interest', 'school']"
4553,43121594,-29.7310996,-52.4430795,"['establishment', 'point_of_interest', 'school']"
4554,42030447,-27.8267115,-50.3096249,"['establishment', 'point_of_interest', 'school']"
4555,26020955,-7.9950541,-38.2966665,"['establishment', 'point_of_interest', 'school']"
4556,23080132,-3.8855249,-38.6158509,"['establishment', 'point_of_interest', 'school']"
4558,42055237,-27.0765493,-53.1620208,"['establishment', 'point_of_interest', 'school']"
4559,35142761,-21.9654697,-46.7952783,"['establishment', 'point_of_interest', 'school']"
4560,23099380,-4.8545107,-39.5752748,"['establishment', 'point_of_interest', 'school']"
4562,41128699,-25.4157491,-49.2749951,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4563,33105154,-23.0053091,-43.3231446,"['establishment', 'point_of_interest', 'school']"
4564,35153473,-21.0061417,-48.2166444,"['establishment', 'point_of_interest', 'school']"
4565,35172972,-23.4595838,-46.5651065,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4566,31158224,-23.7212222,-46.41496,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4567,41126114,-25.339488,-49.1490403,"['establishment', 'point_of_interest', 'school']"
4568,41130065,-25.5001168,-49.2657384,"['establishment', 'point_of_interest', 'school']"
4569,31005053,-19.9080498,-43.9714275,"['establishment', 'point_of_interest', 'school']"
4570,31041262,-20.144807,-44.89124899999999,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4571,26133199,-23.5024878,-46.6966213,"['establishment', 'point_of_interest', 'school']"
4572,41083725,-26.2573762,-53.6304026,"['establishment', 'point_of_interest', 'school']"
4575,42331307,-27.026903,-51.144672,"['establishment', 'point_of_interest', 'university']"
4576,31015873,-23.6511,-46.7776614,"['establishment', 'point_of_interest', 'primary_school', 'school']"
4577,31170534,-18.8932124,-48.2611083,"['establishment', 'point_of_interest', 'school']"
4578,23462345,-3.749705,-38.953023,"['establishment', 'point_of_interest', 'school']"
4579,13030400,-3.0193769,-59.9888486,"['establishment', 'point_of_interest', 'school']"
4580,41379209,-23.6342569,-46.5632109,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4581,25094653,-7.157268699999999,-34.8739708,"['establishment', 'point_of_interest', 'school']"
4582,22026983,-5.1513436,-42.78615629999999,"['establishment', 'point_of_interest', 'school']"
4583,41389085,-25.4358815,-49.2785587,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4584,23128739,-5.104001500000001,-38.3682264,"['establishment', 'point_of_interest', 'school']"
4587,41132475,-25.3863524,-49.3331102,"['establishment', 'point_of_interest', 'school']"
4588,35290762,-23.521276,-46.1774697,"['establishment', 'point_of_interest', 'school']"
4589,33017786,-22.0012821,-42.91492969999999,"['establishment', 'point_of_interest', 'school']"
4590,43087701,-29.6733845,-51.4617875,"['establishment', 'point_of_interest', 'school']"
4591,32054343,-20.6031279,-41.205174,"['establishment', 'point_of_interest', 'school']"
4592,22132597,-4.393574399999999,-41.60411370000001,"['establishment', 'point_of_interest', 'school']"
4595,31203122,-19.8040572,-43.9568084,"['establishment', 'point_of_interest', 'school']"
4597,35131982,-22.890158,-47.0475661,"['establishment', 'point_of_interest', 'school']"
4598,42020433,-26.294428,-48.84508229999999,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4600,35108112,-23.4541953,-46.5460249,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4601,15163920,-1.4234137,-48.4687882,"['establishment', 'point_of_interest', 'school']"
4602,31173266,-21.7580434,-45.5396161,"['establishment', 'point_of_interest', 'school']"
4603,31210048,-19.9145196,-43.930678,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4604,35035403,-23.8361653,-46.81379399999999,"['establishment', 'point_of_interest', 'school']"
4605,22041222,-5.797266599999999,-42.6605186,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4606,42016410,-26.7383832,-49.1788975,"['establishment', 'point_of_interest', 'school']"
4607,35105961,-23.6224787,-46.6875986,"['establishment', 'point_of_interest', 'school']"
4608,42049679,-27.4322147,-51.90804079999999,"['establishment', 'point_of_interest', 'school']"
4609,43094074,-29.8864355,-50.2776174,"['establishment', 'point_of_interest', 'school']"
4611,26040280,-8.320746,-38.742393,"['establishment', 'point_of_interest', 'school']"
4612,35114947,-21.1793643,-47.8092757,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4613,35480617,-22.9313864,-48.4640463,"['establishment', 'point_of_interest', 'school']"
4614,33075174,-22.880221,-43.346098,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4616,26116316,-7.937466,-34.872397,"['establishment', 'point_of_interest', 'primary_school', 'school']"
4617,35063587,-20.7339345,-48.0552111,"['establishment', 'point_of_interest', 'school']"
4618,35905720,-20.5751324,-47.3733091,"['establishment', 'point_of_interest', 'school']"
4619,31159131,-19.9015262,-49.3708728,"['establishment', 'point_of_interest', 'school']"
4620,32039875,-20.3486659,-40.3399571,"['establishment', 'point_of_interest', 'school']"
4621,29036038,-23.6025202,-46.6369605,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4623,17033276,-12.713903,-46.408553,"['establishment', 'point_of_interest', 'school']"
4624,11043954,-12.750192,-60.139149,"['establishment', 'point_of_interest', 'school']"
4625,52075311,-17.756944,-48.650439,"['establishment', 'point_of_interest', 'school']"
4626,35011605,-23.8425629,-46.1370623,"['establishment', 'point_of_interest', 'school']"
4627,35120674,-23.9383313,-46.3838557,"['establishment', 'point_of_interest', 'school']"
4628,31245372,-17.9911458,-46.9005305,"['establishment', 'point_of_interest', 'school']"
4629,41602072,-25.4250496,-49.2629957,"['establishment', 'point_of_interest', 'school']"
4631,15104893,-3.213202,-52.219425,"['establishment', 'point_of_interest', 'school']"
4632,35154854,-23.4945559,-46.6945402,"['establishment', 'point_of_interest', 'university']"
4633,22081291,-7.0862063,-41.4670736,"['establishment', 'point_of_interest', 'school']"
4634,51014467,-12.5404268,-55.72761020000001,"['establishment', 'point_of_interest', 'school']"
4636,16000315,-23.488574,-46.6657859,"['establishment', 'point_of_interest', 'school']"
4637,35034903,-24.3162526,-47.63193769999999,"['establishment', 'point_of_interest', 'school']"
4638,35428905,-23.5935672,-46.407405,"['establishment', 'point_of_interest', 'school']"
4639,43211623,-29.7209582,-51.1267423,"['establishment', 'point_of_interest', 'school']"
4641,21139687,-3.7398478,-43.3608548,"['establishment', 'point_of_interest', 'school']"
4643,25088785,-7.3735316,-35.2407561,"['establishment', 'point_of_interest', 'school']"
4644,35126640,-23.5447254,-46.37057660000001,"['establishment', 'point_of_interest', 'school']"
4645,33000158,-21.1368635,-41.6766789,"['establishment', 'point_of_interest', 'school']"
4646,41081366,-23.5006675,-52.1506819,"['establishment', 'point_of_interest', 'school']"
4647,15127729,-5.3493697,-49.1343804,"['establishment', 'point_of_interest', 'school']"
4648,24080470,-5.8813244,-35.2381627,"['establishment', 'point_of_interest', 'school']"
4649,35165086,-22.649158,-47.1844826,"['establishment', 'point_of_interest', 'school']"
4650,33044333,-22.7066486,-42.611552,"['establishment', 'point_of_interest', 'school']"
4653,42035422,-27.1759457,-50.8086311,"['establishment', 'point_of_interest', 'school']"
4654,43156681,-29.697663,-52.443758,"['establishment', 'point_of_interest', 'school']"
4655,31355143,-19.842146,-43.96108090000001,"['establishment', 'point_of_interest', 'school']"
4656,31193453,-20.499047,-43.862249,"['establishment', 'point_of_interest', 'school']"
4657,42083060,-27.2863811,-48.9286715,"['establishment', 'point_of_interest', 'school']"
4658,35112768,-22.9123713,-47.0549189,"['establishment', 'point_of_interest', 'school']"
4659,35020849,-22.7511218,-47.6507843,"['establishment', 'point_of_interest', 'school']"
4660,32065264,-20.1372552,-40.2480402,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4661,43008895,-29.1788459,-51.2139777,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4662,35307622,-23.557305,-46.4472914,"['establishment', 'point_of_interest', 'school']"
4663,21009678,-2.5595705,-44.2082788,"['establishment', 'point_of_interest', 'school']"
4664,24006823,-5.4617903,-37.5190643,"['establishment', 'point_of_interest', 'school']"
4666,43143873,-29.6217172,-54.1797759,"['establishment', 'point_of_interest', 'school']"
4667,33053413,-22.6096337,-43.1772493,"['establishment', 'point_of_interest', 'school']"
4668,31074373,-27.5890634,-48.5443417,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4670,24001759,-5.1671017,-37.3585466,"['establishment', 'point_of_interest', 'school']"
4671,26121751,-8.051434,-34.880506,"['establishment', 'point_of_interest', 'school']"
4672,35385244,-12.9359482,-38.3306967,"['establishment', 'point_of_interest', 'school']"
4673,33030170,-22.5104264,-44.2026818,"['establishment', 'point_of_interest', 'school']"
4674,23079649,-3.8754306,-38.6162794,"['establishment', 'point_of_interest', 'school']"
4675,31062499,-23.5058695,-46.7094254,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4676,32029306,-20.286457,-40.81636,"['establishment', 'point_of_interest', 'school']"
4677,35161457,-23.0972708,-47.71657520000001,"['establishment', 'point_of_interest', 'school']"
4678,32073330,-19.8201402,-40.2743667,"['establishment', 'point_of_interest', 'school']"
4679,43146368,-16.7321683,-49.2549489,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4680,23095881,-5.3058157,-38.9190934,"['establishment', 'point_of_interest', 'school']"
4681,35155767,-23.6488073,-47.5764201,"['establishment', 'point_of_interest', 'school']"
4682,24067520,-6.0727546,-35.2384999,"['establishment', 'point_of_interest', 'school']"
4683,33055661,-22.8840283,-43.062785,"['establishment', 'point_of_interest', 'school']"
4684,24289302,-5.7630832,-35.25362580000001,"['establishment', 'point_of_interest', 'school']"
4685,43387063,-29.6439794,-50.8402986,"['establishment', 'point_of_interest', 'school']"
4686,23068973,-3.7334648,-38.4984133,"['establishment', 'point_of_interest', 'school']"
4687,33054185,-22.9452339,-42.9155302,"['establishment', 'point_of_interest', 'school']"
4688,42098629,-26.242195,-49.509956,"['establishment', 'point_of_interest', 'school']"
4689,51010470,-13.7126237,-59.26014779999999,"['establishment', 'point_of_interest', 'school']"
4690,35033030,-22.7408661,-50.3915133,"['establishment', 'point_of_interest', 'school']"
4691,52019160,-15.1657176,-49.807233,"['establishment', 'premise', 'school']"
4692,35197828,-22.7320543,-48.5700368,"['establishment', 'point_of_interest', 'school', 'university']"
4693,21272794,-3.5517162,-43.9158966,"['establishment', 'point_of_interest', 'school']"
4695,23085347,-3.8459679,-38.4744555,"['establishment', 'point_of_interest', 'school']"
4696,29095158,-12.2723222,-38.9567117,"['establishment', 'point_of_interest', 'school']"
4697,52080668,-16.754611,-49.3395835,"['establishment', 'point_of_interest', 'school']"
4698,29429870,-10.8370384,-38.5470755,"['establishment', 'point_of_interest', 'school']"
4699,31115398,-20.7243254,-46.6075025,"['establishment', 'point_of_interest', 'school']"
4700,35118576,-27.5997314,-48.6163958,"['establishment', 'point_of_interest', 'school']"
4701,35430845,-21.3110318,-49.0608038,"['establishment', 'point_of_interest', 'school']"
4702,23023953,-3.459128,-40.209761,"['establishment', 'point_of_interest', 'school']"
4703,27036685,-9.6525888,-35.7120433,"['establishment', 'point_of_interest', 'school']"
4704,29459729,-14.8766955,-40.8130534,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4705,32035527,-20.1302314,-40.3078154,"['establishment', 'point_of_interest', 'school']"
4706,33140227,-22.8996987,-43.1024707,"['establishment', 'point_of_interest', 'school']"
4707,32017529,-18.0835364,-40.1097213,"['establishment', 'point_of_interest', 'school']"
4709,35033133,-22.744292,-50.57519300000001,"['establishment', 'point_of_interest', 'school']"
4710,35017991,-22.9576082,-46.5378348,"['establishment', 'point_of_interest', 'school']"
4711,22022902,-5.0272872,-42.810092,"['establishment', 'point_of_interest', 'school']"
4712,35021179,-22.7327664,-47.6577895,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4713,31032310,-19.7425227,-45.2565336,"['establishment', 'point_of_interest', 'school']"
4714,22034030,-4.832230399999999,-42.1747206,"['establishment', 'point_of_interest', 'school']"
4715,28033272,-10.9019745,-37.6837586,"['establishment', 'point_of_interest', 'school', 'university']"
4716,35107116,-3.7126013,-38.55126,"['establishment', 'point_of_interest', 'school']"
4717,35109939,-23.9662246,-46.3329096,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4718,35115770,-22.4710127,-48.9755487,"['establishment', 'point_of_interest', 'school']"
4719,23264616,-7.1204902,-39.4274244,"['establishment', 'point_of_interest', 'school']"
4722,42070406,-27.0157806,-48.6586029,"['establishment', 'point_of_interest', 'university']"
4723,23164050,-7.677136999999998,-39.2347264,"['establishment', 'point_of_interest', 'school']"
4724,51007738,-23.2096206,-45.9095485,"['establishment', 'point_of_interest', 'school']"
4725,51048515,-15.815919,-54.400973,"['establishment', 'point_of_interest', 'school']"
4726,43104924,-30.0287829,-51.1761205,"['establishment', 'point_of_interest', 'school']"
4727,35000280,-23.4359306,-46.7176647,"['establishment', 'point_of_interest', 'school']"
4728,26117290,-7.932620999999999,-34.898165,"['establishment', 'point_of_interest', 'school']"
4729,11002484,-8.7445963,-63.89513389999999,"['establishment', 'point_of_interest', 'school']"
4730,23062347,-3.765965399999999,-38.6547551,"['establishment', 'point_of_interest', 'school']"
4731,33048479,-22.7859591,-43.3202049,"['establishment', 'point_of_interest', 'school']"
4732,24285323,-5.8792585,-35.2075397,"['establishment', 'point_of_interest', 'school']"
4733,52041875,-14.28456,-46.27466,"['establishment', 'point_of_interest', 'school']"
4734,33032785,-22.5213909,-44.1081412,"['establishment', 'point_of_interest', 'school']"
4735,26179199,-8.006250399999999,-34.8715918,"['establishment', 'point_of_interest', 'school']"
4736,17020590,-29.9931675,-51.06834,"['establishment', 'point_of_interest', 'school']"
4738,23090600,-4.705762,-40.561274,"['establishment', 'point_of_interest', 'school']"
4739,31055867,-22.1199928,-45.5124589,"['establishment', 'point_of_interest', 'school']"
4740,35135227,-23.4872226,-46.832528,"['establishment', 'point_of_interest', 'school']"
4742,35115691,-22.292334,-48.554956,"['establishment', 'point_of_interest', 'school']"
4743,31007498,-19.8160052,-43.9713414,"['establishment', 'point_of_interest', 'school']"
4744,35109861,-23.9865028,-46.3012412,"['establishment', 'point_of_interest', 'school']"
4745,50006053,-20.4180493,-54.5972123,"['establishment', 'point_of_interest', 'school']"
4746,41605950,-25.4250496,-49.2629957,"['establishment', 'point_of_interest', 'school']"
4747,35043102,-21.293646,-50.346943,"['establishment', 'point_of_interest', 'school']"
4748,31008494,-19.8993301,-44.0263558,"['establishment', 'point_of_interest', 'school']"
4749,33159084,-22.9234251,-43.3821553,"['establishment', 'point_of_interest', 'school']"
4750,11016248,-10.7130274,-62.27209919999999,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school', 'university']"
4751,35119507,-23.3630561,-46.74595679999999,"['establishment', 'point_of_interest', 'school', 'secondary_school']"
4752,33162530,-21.7542481,-41.3299465,"['establishment', 'point_of_interest', 'school']"
4753,17007496,-8.062389,-48.47428499999999,"['establishment', 'point_of_interest', 'school']"
4754,32037775,-20.361565,-40.404736,"['establishment', 'point_of_interest', 'school']"
4756,26156318,-8.1209496,-35.3002558,"['establishment', 'point_of_interest', 'school']"
4757,35310827,-22.708415,-43.330768,"['establishment', 'point_of_interest', 'school']"
4758,35176624,-28.2955081,-49.93081050000001,"['establishment', 'point_of_interest', 'school']"
4759,27225909,-9.633198,-35.7151736,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4760,31044890,-19.329259,-41.25466,"['establishment', 'point_of_interest', 'school']"
4761,33057702,-22.952783,-43.0283309,"['establishment', 'point_of_interest', 'school']"
4762,15040097,-1.4507509,-48.485977,"['establishment', 'point_of_interest', 'school']"
4763,41602919,-25.495274,-49.241224,"['establishment', 'point_of_interest', 'primary_school', 'school', 'secondary_school']"
4764,26118262,-8.084910599999999,-34.92787360000001,"['establishment', 'point_of_interest', 'school']"
4765,43077544,-29.147502,-56.06730469999999,"['establishment', 'point_of_interest', 'school']"
4766,31173088,-21.678169,-45.9223604,"['establishment', 'point_of_interest', 'school']"
4768,26116324,-7.948245300000001,-34.8599973,"['establishment', 'point_of_interest', 'school']"
4769,23015705,-3.7602242,-40.81154050000001,"['establishment', 'point_of_interest', 'school']"
4770,26097290,-20.3339649,-40.2927609,"['establishment', 'point_of_interest', 'school']"
4771,35112562,-22.8953113,-47.002738,"['establishment', 'point_of_interest', 'school']"
4772,43177573,-27.6499125,-52.24992959999999,"['establishment', 'point_of_interest', 'school']"
4773,52021009,-16.3011437,-48.9682575,"['establishment', 'point_of_interest', 'school']"
4774,25075918,-7.2610807,-36.2422614,"['establishment', 'point_of_interest', 'school']"
4775,35103445,-8.049546099999999,-34.9053876,"['establishment', 'point_of_interest', 'school']"
4776,29176808,-13.869487,-40.0761399,"['establishment', 'point_of_interest', 'school']"
4777,24059250,-23.5754658,-46.8055716,"['establishment', 'point_of_interest', 'school']"
4778,35107475,-3.8752516,-38.6120065,"['establishment', 'point_of_interest', 'school']"
4780,41074076,-25.1181842,-53.016196,"['establishment', 'point_of_interest', 'school']"
4781,26122227,-8.0526965,-34.896655,"['establishment', 'point_of_interest', 'school']"
4782,13027514,-3.1170271,-60.0386391,"['establishment', 'point_of_interest', 'school']"
4783,35016354,-23.5076881,-47.45613170000001,"['establishment', 'point_of_interest', 'school']"
4784,35802852,-23.6635941,-47.2267462,"['establishment', 'point_of_interest', 'school']"
4786,50007920,-20.4784889,-54.6136923,"['establishment', 'point_of_interest', 'school']"
4788,29222982,-12.9907783,-38.456137,"['establishment', 'point_of_interest', 'school']"
4789,26087910,-7.846540199999999,-35.2573375,"['establishment', 'point_of_interest', 'school']"
4790,26095335,-8.120592,-35.3081049,"['establishment', 'point_of_interest', 'school']"
4792,42149002,-23.737576,-46.694886,"['establishment', 'point_of_interest', 'school']"
4793,29050057,-12.9576421,-38.4547072,"['establishment', 'point_of_interest', 'school']"
4794,12026409,-9.9737786,-67.8344774,"['establishment', 'point_of_interest', 'school']"
4795,26115557,-7.9506985,-34.8626728,"['establishment', 'point_of_interest', 'school']"
4796,23063440,-3.7655111,-38.65251749999999,"['establishment', 'point_of_interest', 'school']"
