,school_id,latitude,longitude,region,division,province,municipality,district
8348,109351,14.58305556,121.2097222,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-A
8349,109313,14.52979026,121.1536797,Region IV-A,Rizal,Rizal,Angono,Angono
8350,107319,13.832236,120.634262,Region IV-A,Batangas,Batangas,Calatagan,Calatagan
8351,108985,14.69494089,122.33034440000002,Region IV-A,Quezon,Quezon,Jomalig,Patnanungan-Jomalig
8352,108846,13.883412,122.222471,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8353,107741,14.087959,120.97423799999999,Region IV-A,Batangas,Batangas,Talisay,Talisay
8354,107689,13.864955,120.991447,Region IV-A,Batangas,Batangas,Santa Teresita,Sta. Teresita
8355,108381,14.274386,121.45891599999999,Region IV-A,Laguna,Laguna,Pagsanjan,Pagsanjan
8356,109615,13.75448212,121.0664558,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City New District
8357,107241,13.971624,120.706131,Region IV-A,Batangas,Batangas,Balayan,Balayan West
8358,109780,14.019689,121.272728,Region IV-A,San Pablo City,Laguna,San Pablo City,Fule Almeda
8359,109641,13.91644019,121.17963780000001,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
8360,107316,13.90443,120.648926,Region IV-A,Batangas,Batangas,Calatagan,Calatagan
8361,109816,14.16700296,121.14621580000001,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East I
8362,109163,13.961926,121.527079,Region IV-A,Quezon,Quezon,Sariaya,Sariaya East
8363,109817,14.21191398,121.16365549999999,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East I
8364,107238,13.916645,120.703278,Region IV-A,Batangas,Batangas,Balayan,Balayan West
8365,107829,13.98527778,120.7263889,Region IV-A,Batangas,Batangas,Tuy,Tuy
8366,108475,14.30241315,121.10952420000001,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District III
8367,107249,13.983358,120.75608799999999,Region IV-A,Batangas,Batangas,Balayan,Balayan East
8368,109327,14.58447347,121.17388009999999,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-A
8369,109568,13.7511106,121.05480490000001,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City New District
8370,107834,14.006823,120.68238799999999,Region IV-A,Batangas,Batangas,Tuy,Tuy
8371,107552,13.862929,121.18927,Region IV-A,Batangas,Batangas,Rosario,Rosario West
8372,109629,14.48818998,120.8969111,Region IV-A,Cavite City,Cavite,Cavite City,Cavite City I District
8373,108164,14.40416543,120.84673290000002,Region IV-A,Cavite,Cavite,Tanza,Tanza
8374,109489,14.68686967,121.11458909999999,Region IV-A,Rizal,Rizal,San Mateo,San Mateo
8375,164502,14.188353,121.260117,Region IV-A,Laguna,Laguna,Bay,Bay
8376,109402,14.569958,121.10646799999999,Region IV-A,Rizal,Rizal,Cainta,Cainta I (Cainta)
8377,108358,14.211222,121.39668999999999,Region IV-A,Laguna,Laguna,Nagcarlan,Nagcarlan-Rizal
8378,107930,14.180185,120.807869,Region IV-A,Cavite,Cavite,General Emilio Aguinaldo,General E. Aguinaldo
8379,108398,14.368464,121.399803,Region IV-A,Laguna,Laguna,Pakil,Pangil-Pakil
8380,109328,14.55868868,121.1841919,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-B
8381,108021,14.44559512,120.9033961,Region IV-A,Cavite,Cavite,Kawit,Kawit
8382,107673,13.821693,121.056183,Region IV-A,Batangas,Batangas,San Pascual,San Pascual
8383,108144,14.148842,121.032858,Region IV-A,Cavite,Cavite,Tagaytay City,Tagaytay City
8384,109297,13.85795462,121.9548081,Region IV-A,Quezon,Quezon,Unisan,Unisan
8385,109380,14.42638889,121.21083329999999,Region IV-A,Rizal,Rizal,Binangonan,Binangonan II
8386,109030,14.645375,121.923523,Region IV-A,Quezon,Quezon,Polillo,Polillo
8387,108104,14.2098626,120.95502169999999,Region IV-A,Cavite,Cavite,Silang,Silang I
8388,109255,13.97799693,121.5578142,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas West
8389,108183,14.2804228,120.84842890000002,Region IV-A,Cavite,Cavite,Trece Martires City (Capital),Trece Martirez City
8390,109720,13.94965259,121.6352358,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
8391,108123,14.2446733,120.9988139,Region IV-A,Cavite,Cavite,Silang,Silang II
8392,109539,14.56151624,121.140082,Region IV-A,Rizal,Rizal,Taytay,Taytay II
8393,108490,14.480839,121.496223,Region IV-A,Laguna,Laguna,Siniloan,Siniloan
8394,107408,14.0154,120.678192,Region IV-A,Batangas,Batangas,Lian,Lian
8395,109403,14.609496,121.106149,Region IV-A,Rizal,Rizal,Cainta,Cainta II
8396,109469,14.74808328,121.14174479999998,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez II
8397,165509,14.748297,121.141594,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez II
8398,108105,14.26145,120.93485600000001,Region IV-A,Cavite,Cavite,Silang,Silang I
8399,108986,14.70781405,122.37190249999999,Region IV-A,Quezon,Quezon,Patnanungan,Patnanungan-Jomalig
8400,109560,13.77348748,121.1385652,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City East District
8401,109235,14.051575,121.616823,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas East
8402,109204,13.93777561,122.44933359999999,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
8403,109845,14.16387083,121.1193659,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City West
8404,107503,14.09673,120.822166,Region IV-A,Batangas,Batangas,Nasugbu,Nasugbu East
8405,107504,14.042151,120.80281799999999,Region IV-A,Batangas,Batangas,Nasugbu,Nasugbu East
8406,107931,14.160046,120.81936999999999,Region IV-A,Cavite,Cavite,General Emilio Aguinaldo,General E. Aguinaldo
8407,107932,14.186176,120.791904,Region IV-A,Cavite,Cavite,General Emilio Aguinaldo,General E. Aguinaldo
8408,107996,14.178956,120.88191200000001,Region IV-A,Cavite,Cavite,Indang,Indang I
8409,107505,14.108837,120.78169299999999,Region IV-A,Batangas,Batangas,Nasugbu,Nasugbu East
8410,109352,14.65385975,121.24609240000001,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-D
8411,107997,14.197118,120.86171200000001,Region IV-A,Cavite,Cavite,Indang,Indang I
8412,164005,14.196037,120.886602,Region IV-A,Cavite,Cavite,Indang,Indang II
8413,107844,14.10804,120.82756599999999,Region IV-A,Cavite,Cavite,Alfonso,Alfonso
8414,109381,14.307722,121.23253000000001,Region IV-A,Rizal,Rizal,Binangonan,Binangonan II
8415,109675,13.92333812,121.1609696,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City South District
8416,108788,14.69781012,121.5761662,Region IV-A,Quezon,Quezon,Infanta,Infanta
8417,109184,13.84020248,121.444526,Region IV-A,Quezon,Quezon,Sariaya,Sariaya West
8418,107325,13.885474,120.633141,Region IV-A,Batangas,Batangas,Calatagan,Calatagan
8419,108987,14.71238001,122.36979960000001,Region IV-A,Quezon,Quezon,Patnanungan,Patnanungan-Jomalig
8420,109065,14.642385,121.60654,Region IV-A,Quezon,Quezon,Real,Real
8422,108681,14.04395148,121.4442122,Region IV-A,Quezon,Quezon,Dolores,Dolores
8423,109383,14.38527778,121.22305559999998,Region IV-A,Rizal,Rizal,Binangonan,Binangonan II
8424,108952,13.89497301,121.90024140000001,Region IV-A,Quezon,Quezon,Padre Burgos,Padre Burgos-Agdangan
8425,107482,14.00296757,121.0932205,Region IV-A,Batangas,Batangas,Mataasnakahoy,Mataas Na Kahoy
8427,108600,13.951311,122.31825800000001,Region IV-A,Quezon,Quezon,Calauag,Calauag West
8428,108601,14.07431,122.236805,Region IV-A,Quezon,Quezon,Calauag,Calauag West
8429,109205,13.95412504,122.47403700000001,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
8430,108617,13.908564,121.40971299999998,Region IV-A,Quezon,Quezon,Candelaria,Candelaria East
8431,108618,13.87915487,121.3958332,Region IV-A,Quezon,Quezon,Candelaria,Candelaria East
8432,230003,14.571289,121.17640700000001,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-B
8433,109551,13.77436278,121.06537479999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City North District
8434,109818,14.194165,121.154762,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East I
8435,107347,13.89542121,121.05823529999999,Region IV-A,Batangas,Batangas,Cuenca,Cuenca
8436,109676,13.892203,121.182899,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City South District
8437,108064,14.3130706,120.7430487,Region IV-A,Cavite,Cavite,Naic,Naic I
8438,108359,14.19508,121.396606,Region IV-A,Laguna,Laguna,Nagcarlan,Nagcarlan-Rizal
8439,108476,14.306492,121.111061,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District I
8440,108407,14.246699,121.37286200000001,Region IV-A,Laguna,Laguna,Pila,Pila
8441,109632,14.47649369,120.8924103,Region IV-A,Cavite City,Cavite,Cavite City,Cavite City II District
8442,107435,13.631056,121.21198999999999,Region IV-A,Batangas,Batangas,Lobo,Lobo
8443,109276,13.9430341,121.3692703,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
8444,108602,14.083967,122.235947,Region IV-A,Quezon,Quezon,Calauag,Calauag West
8446,109846,14.17378293,121.09002040000001,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City West
8447,108422,14.33386151,121.02921880000001,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
8448,109435,14.52753262,121.2546155,Region IV-A,Rizal,Rizal,Morong,Morong
8449,108761,13.92356531,122.1125543,Region IV-A,Quezon,Quezon,Gumaca,Gumaca East
8450,108875,13.782861,122.173891,Region IV-A,Quezon,Quezon,Macalelon,Macalelon
8451,109507,14.61941634,121.38921450000001,Region IV-A,Rizal,Rizal,Tanay,Tanay II
8452,108578,14.158215,122.260494,Region IV-A,Quezon,Quezon,Calauag,Calauag East
8453,107616,13.675011,121.42836799999999,Region IV-A,Batangas,Batangas,San Juan,San Juan East
8454,109236,14.01235675,121.6195365,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas East
8455,109144,13.58317502,122.53628799999998,Region IV-A,Quezon,Quezon,San Narciso,San Narciso
8456,108124,14.15848,120.957249,Region IV-A,Cavite,Cavite,Silang,Silang II
8457,108125,14.155167,120.95642600000001,Region IV-A,Cavite,Cavite,Silang,Silang II
8458,108809,13.831246,122.365036,Region IV-A,Quezon,Quezon,Lopez,Lopez East
8459,108306,14.1729632,121.2153952,Region IV-A,Laguna,Laguna,Los Baños,Los Baños
8460,109277,13.9794261,121.32695700000001,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
8461,109256,14.040785,121.571378,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas West
8462,108258,14.15712,121.327118,Region IV-A,Laguna,Laguna,Calauan,Calauan
8463,108259,14.154556,121.32541699999999,Region IV-A,Laguna,Laguna,Calauan,Calauan
8464,107239,13.963545,120.72703600000001,Region IV-A,Batangas,Batangas,Balayan,Balayan East
8465,108423,14.35366559,121.0677461,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
8466,109206,14.022718,122.56638500000001,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
8467,108424,14.32692022,121.01795109999999,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
8468,107904,14.27505456,120.94760359999998,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas I
8469,108221,14.299908,121.05990600000001,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
8470,109032,14.760275,122.00798,Region IV-A,Quezon,Quezon,Polillo,Polillo
8471,107895,14.29784214,121.0498392,Region IV-A,Cavite,Cavite,Carmona,Carmona
8472,108184,14.27195978,120.86650230000001,Region IV-A,Cavite,Cavite,Trece Martires City (Capital),Trece Martirez City
8473,107593,13.8804671,121.12512779999999,Region IV-A,Batangas,Batangas,San Jose,San Jose
8474,107506,14.097714,120.714577,Region IV-A,Batangas,Batangas,Nasugbu,Nasugbu East
8475,107732,13.892604,120.931526,Region IV-A,Batangas,Batangas,Taal,Taal
8476,108931,13.527518,122.416191,Region IV-A,Quezon,Quezon,Mulanay,Mulanay
8477,109847,14.233319,121.121155,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City West
8478,107374,14.055161,120.931496,Region IV-A,Batangas,Batangas,Laurel,Laurel
8479,107452,13.720698,120.907799,Region IV-A,Batangas,Batangas,Mabini,Mabini
8480,107674,13.7955037,121.03540339999999,Region IV-A,Batangas,Batangas,San Pascual,San Pascual
8481,107762,14.14945704,121.10963149999999,Region IV-A,Tanauan City,Batangas,City Of Tanauan,Tanauan City North
8482,164506,14.526759,121.44733400000001,Region IV-A,Laguna,Laguna,Santa Maria,Santa Maria
8483,109207,13.95002121,122.50153519999999,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
8484,108687,13.7231,122.24886000000001,Region IV-A,Quezon,Quezon,General Luna,Gen. Luna
8485,109848,14.20698042,121.14530230000001,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City West
8486,109237,14.030061,121.648004,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas East
8487,164517,14.233696,121.491653,Region IV-A,Laguna,Laguna,Cavinti,Cavinti
8488,108041,14.094207,120.761728,Region IV-A,Cavite,Cavite,Maragondon,Maragondon
8489,108277,14.232235,121.53656000000001,Region IV-A,Laguna,Laguna,Cavinti,Cavinti
8490,108360,14.12176,121.428619,Region IV-A,Laguna,Laguna,Nagcarlan,Nagcarlan-Rizal
8491,109819,14.20323593,121.16142759999998,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East I
8492,107409,13.882746,120.915825,Region IV-A,Batangas,Batangas,Lemery,Lemery
8493,107578,13.83547,121.234245,Region IV-A,Batangas,Batangas,Rosario,Rosario East
8494,109670,13.88077805,121.13574890000001,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City South District
8495,107375,14.060323,120.932053,Region IV-A,Batangas,Batangas,Laurel,Laurel
8496,108326,14.296061,121.495232,Region IV-A,Laguna,Laguna,Lumban,Lumban-Kalayaan
8497,107410,14.0359615,120.65292920000002,Region IV-A,Batangas,Batangas,Lian,Lian
8498,107617,13.81416,121.33661699999999,Region IV-A,Batangas,Batangas,San Juan,San Juan West
8499,165505,14.46142,121.199307,Region IV-A,Rizal,Rizal,Binangonan,Binangonan I
8500,109322,14.692476,121.299995,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-D
8501,109368,14.46527778,121.1886111,Region IV-A,Rizal,Rizal,Binangonan,Binangonan I
8502,109616,13.74388153,121.07146829999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City New District
8503,108789,14.75436698,121.66615149999998,Region IV-A,Quezon,Quezon,Infanta,Infanta
8504,109033,14.685896,121.92489599999999,Region IV-A,Quezon,Quezon,Polillo,Polillo
8505,109034,14.93334058,121.8166637,Region IV-A,Quezon,Quezon,Panukulan,Panukulan
8506,107881,14.44175293,120.9718388,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor II
8507,107882,14.45355556,120.9686861,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor II
8509,108739,13.812243,122.436447,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
8510,107883,14.38167064,120.976339,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor II
8511,109617,13.652003,121.067314,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Coastal District
8512,108297,14.1281516,121.4377858,Region IV-A,Laguna,Laguna,Liliw,Liliw
8513,108260,14.09275,121.245415,Region IV-A,Laguna,Laguna,Calauan,Calauan
8514,109384,14.44111111,121.20555559999998,Region IV-A,Rizal,Rizal,Binangonan,Binangonan II
8515,108408,14.254659,121.36010700000001,Region IV-A,Laguna,Laguna,Pila,Pila
8516,109832,14.21541218,121.18182309999999,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East II
8517,164012,14.3432339,120.7809124,Region IV-A,Cavite,Cavite,Naic,Naic I
8518,109035,14.93331985,121.8166637,Region IV-A,Quezon,Quezon,Panukulan,Panukulan
8519,109569,13.561553,121.09148,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Verde Island District
8520,108106,14.2054445,120.9442838,Region IV-A,Cavite,Cavite,Silang,Silang I
8521,109066,14.556087,121.608911,Region IV-A,Quezon,Quezon,Real,Real
8522,108892,14.149102,121.705556,Region IV-A,Quezon,Quezon,Mauban,Mauban North
8523,109067,14.546076,121.589749,Region IV-A,Quezon,Quezon,Real,Real
8524,109124,13.31333333,122.5375,Region IV-A,Quezon,Quezon,San Francisco (Aurora),San Francisco
8525,107436,13.647905,121.20898400000002,Region IV-A,Batangas,Batangas,Lobo,Lobo
8526,107647,13.834653,120.942116,Region IV-A,Batangas,Batangas,San Luis,San Luis
8527,107271,13.796693,120.937996,Region IV-A,Batangas,Batangas,Bauan,Bauan
8528,109679,13.92941366,121.1425169,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City South District
8529,108710,14.943458,121.537628,Region IV-A,Quezon,Quezon,General Nakar,Gen. Nakar
8530,107860,14.150516,120.92998300000001,Region IV-A,Cavite,Cavite,Amadeo,Amadeo
8531,108222,14.287806,121.066833,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
8533,107884,14.46871663,120.9654949,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor II
8534,108327,14.3367153,121.48189679999999,Region IV-A,Laguna,Laguna,Kalayaan,Lumban-Kalayaan
8535,107251,14.03079,121.08116100000001,Region IV-A,Batangas,Batangas,Balete,Balete
8536,107507,14.166183,120.63395700000001,Region IV-A,Batangas,Batangas,Nasugbu,Nasugbu West
8537,109833,14.22387563,121.1790846,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East II
8538,109416,14.47942456,121.2240514,Region IV-A,Rizal,Rizal,Cardona,Cardona
8539,109125,13.31147403,122.5319713,Region IV-A,Quezon,Quezon,San Francisco (Aurora),San Francisco
8540,108307,14.1742023,121.24405320000001,Region IV-A,Laguna,Laguna,Los Baños,Los Baños
8541,108847,13.869351,122.26328400000001,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8542,109509,14.51040406,121.2911655,Region IV-A,Rizal,Rizal,Tanay,Tanay I
8543,109329,14.5763131,121.17322050000001,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-B
8544,108308,14.17803733,121.2230402,Region IV-A,Laguna,Laguna,Los Baños,Los Baños
8545,108849,13.946729,122.225647,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8546,108790,14.73750706,121.65472140000001,Region IV-A,Quezon,Quezon,Infanta,Infanta
8547,109068,14.522771,121.621742,Region IV-A,Quezon,Quezon,Real,Real
8548,108740,13.826412,122.43438700000002,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
8549,109450,14.33106,121.351887,Region IV-A,Rizal,Rizal,Jala-Jala,Jalajala
8550,107240,13.990676,120.77159099999999,Region IV-A,Batangas,Batangas,Balayan,Balayan East
8551,109707,13.93372169,121.61784740000002,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena East District
8552,109708,13.933156,121.61080020000001,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena East District
8553,109709,13.92674991,121.617616,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena East District
8554,109710,13.9303628,121.6115108,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena East District
8555,109711,13.935317,121.61835500000001,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena East District
8556,109712,13.93472596,121.61567,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena East District
8557,109713,13.93120971,121.6112894,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena East District
8558,109714,13.92808988,121.6151679,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena East District
8559,109715,13.93964293,121.6255472,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena East District
8560,109721,13.93905686,121.6106683,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
8561,109722,13.93839577,121.61594469999999,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
8562,109723,13.940422,121.61134299999999,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
8563,109731,13.91815423,121.6080571,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena South District
8564,109732,13.91717558,121.6095449,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena South District
8565,109742,13.93469979,121.6052993,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena West District
8566,109743,13.936157,121.60403400000001,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena West District
