,school_id,intervention,actual_mean,predicted_mean,error
0,106162,0,30.8,30.90478000000002,0.10478000000001941
1,109219,0,28.508,24.710340000000002,3.797659999999997
2,109501,0,32.554,30.342880000000033,2.211119999999969
3,106122,0,27.528,28.77007999999996,1.2420799999999623
4,136625,0,30.983999999999998,30.30601999999996,0.6779800000000371
5,109210,0,31.784,27.957140000000035,3.8268599999999644
6,107674,0,35.562,33.73441999999994,1.8275800000000544
7,104842,0,36.980000000000004,35.95066000000001,1.0293399999999906
8,106388,0,35.918,35.488040000000005,0.4299599999999941
9,105082,0,36.82,34.81188000000001,2.008119999999991
10,105011,0,30.889999999999997,32.69467999999998,1.8046799999999799
11,106302,0,32.144,31.381979999999967,0.7620200000000317
12,104777,0,29.556,31.385120000000025,1.8291200000000245
13,104538,0,37.766000000000005,35.34854000000004,2.417459999999963
14,107672,0,31.438,31.76524000000004,0.3272400000000424
15,104805,0,33.036,33.90454000000002,0.8685400000000172
16,108048,0,32.372,31.210479999999983,1.1615200000000172
17,136595,0,27.254,25.999699999999972,1.254300000000029
18,106312,0,34.652,34.37746000000002,0.27453999999998047
19,107921,0,28.089999999999996,26.984040000000004,1.1059599999999925
20,105253,0,34.036,33.35892000000001,0.6770799999999895
21,107502,0,29.774,30.390719999999956,0.6167199999999546
22,105022,0,37.544,36.22119999999999,1.322800000000008
23,107747,0,32.946,33.36173999999995,0.4157399999999498
24,105196,0,32.17,35.861740000000026,3.6917400000000242
25,105858,0,34.13,34.84310000000004,0.7131000000000398
26,107395,0,32.654,34.51126000000002,1.857260000000018
27,107603,0,32.606,32.21466000000005,0.39133999999994984
28,105327,0,35.788,35.38286000000002,0.4051399999999745
29,136612,0,29.381999999999998,27.193580000000008,2.18841999999999
30,109586,0,35.356,31.443480000000065,3.9125199999999367
31,109018,0,31.812,29.15299999999996,2.6590000000000416
32,107696,0,36.842,30.61622000000001,6.22577999999999
33,157505,0,28.619999999999997,28.82299999999996,0.20299999999996388
34,109183,0,32.688,20.192280000000004,12.495719999999999
35,106768,0,32.522000000000006,32.088119999999975,0.43388000000003046
36,107261,0,35.638,34.97457999999997,0.6634200000000305
37,104627,0,34.624,33.44583999999997,1.1781600000000338
38,107825,0,37.642,34.15578,3.486220000000003
39,107424,0,36.257999999999996,33.94673999999996,2.3112600000000327
40,105574,0,37.983999999999995,36.29129999999997,1.6927000000000234
41,106356,0,33.754000000000005,34.30625999999996,0.5522599999999542
42,106352,0,37.806,36.90492000000002,0.901079999999979
43,105358,0,32.888,35.02842000000002,2.14042000000002
44,109218,0,30.082,25.337000000000018,4.744999999999983
45,105619,0,29.483999999999998,31.219919999999966,1.7359199999999682
46,136877,0,33.083999999999996,31.075039999999973,2.008960000000023
47,106378,0,36.292,35.91825999999996,0.3737400000000406
48,104923,0,32.712,28.821100000000005,3.8908999999999985
49,106144,0,33.382,33.75896000000003,0.3769600000000324
50,107837,0,31.548000000000002,30.081099999999978,1.4669000000000239
51,105943,0,33.168,32.64818000000001,0.5198199999999886
52,105854,0,38.466,34.755460000000014,3.7105399999999875
53,107909,0,35.5,31.58232,3.9176800000000007
54,107685,0,30.95,30.701299999999968,0.24870000000003145
55,108943,0,28.639999999999997,23.85472000000001,4.785279999999986
56,165505,0,27.85,27.830259999999974,0.01974000000002718
57,106819,0,32.254000000000005,32.17418000000001,0.079819999999998
58,162504,0,30.351999999999997,28.73999999999999,1.6120000000000054
59,106123,0,30.906,30.506479999999975,0.39952000000002386
60,108691,0,27.589999999999996,23.92690000000001,3.663099999999986
61,106566,0,33.160000000000004,33.83011999999997,0.6701199999999687
62,105034,0,36.010000000000005,36.13968000000006,0.1296800000000573
63,105695,0,29.880000000000003,30.761020000000045,0.8810200000000421
64,105562,0,31.962,31.798119999999997,0.16388000000000247
65,107002,0,30.268,28.558660000000017,1.7093399999999832
66,107517,0,31.536,31.52638000000003,0.009619999999969764
67,107805,0,31.182,31.090339999999987,0.09166000000001162
68,106931,0,34.676,31.867879999999992,2.8081200000000095
69,105320,0,36.518,35.97486000000002,0.5431399999999798
70,106138,0,31.918,31.634780000000006,0.2832199999999929
71,106406,0,34.884,35.52232000000001,0.6383200000000073
72,105208,0,37.778,36.71413999999995,1.063860000000048
73,106666,0,32.914,32.388280000000044,0.5257199999999571
74,109087,0,30.286,28.094600000000025,2.1913999999999767
75,107649,0,33.7,31.56057999999998,2.1394200000000225
76,106890,0,34.054,29.301400000000015,4.752599999999987
77,105419,0,32.5,33.336560000000006,0.8365600000000057
78,105741,0,36.702,35.357880000000016,1.3441199999999824
79,108281,0,31.660000000000004,27.801899999999986,3.858100000000018
80,105524,0,33.268,32.39955999999996,0.8684400000000423
81,104686,0,31.314,31.18769999999998,0.1263000000000183
82,105632,0,33.852,33.500179999999965,0.351820000000032
83,109106,0,31.056,28.590280000000025,2.465719999999976
84,106947,0,33.676,33.008559999999974,0.6674400000000276
85,106627,0,33.616,33.649239999999985,0.03323999999998506
86,107675,0,31.1,30.874959999999966,0.22504000000003543
87,104699,0,37.227999999999994,35.726480000000016,1.501519999999978
88,104818,0,35.644,35.43447999999993,0.20952000000006876
89,105492,0,33.04,33.171559999999985,0.13155999999998613
90,106827,0,35.558,34.01742,1.5405799999999985
91,104508,0,30.842000000000002,30.772619999999993,0.06938000000000955
92,108726,0,31.98,28.147440000000007,3.8325599999999937
93,105519,0,32.482,34.950320000000026,2.468320000000027
94,104503,0,32.339999999999996,31.751260000000006,0.5887399999999907
95,106126,0,29.369999999999997,30.097699999999964,0.7276999999999667
96,104530,0,33.22,32.73579999999995,0.48420000000005103
97,105030,0,37.410000000000004,36.55241999999996,0.8575800000000413
98,105789,0,37.522000000000006,34.88713999999998,2.6348600000000246
99,159515,0,29.514,29.912700000000008,0.3987000000000087
100,106874,0,33.6,33.22527999999996,0.374720000000039
101,108326,0,27.363999999999997,24.678639999999987,2.68536000000001
102,106181,0,30.613999999999997,30.345380000000013,0.2686199999999843
103,107641,0,35.606,34.59684000000006,1.0091599999999445
104,105365,0,37.684,36.90358000000004,0.7804199999999568
105,105748,0,34.376,34.25272000000006,0.12327999999993722
106,105745,0,36.934,36.32664000000006,0.607359999999936
107,136794,0,28.802,28.51639999999999,0.2856000000000094
108,105446,0,33.21,33.59470000000001,0.38470000000000937
109,108868,0,29.924,27.73457999999998,2.1894200000000197
110,106238,0,34.424,32.58958000000001,1.8344199999999873
111,105712,0,29.01,29.315100000000044,0.3051000000000421
112,104949,0,35.344,34.91304000000001,0.4309599999999918
113,107496,0,31.786,31.305720000000022,0.48027999999997917
114,106418,0,35.642,35.84125999999995,0.1992599999999456
115,104950,0,35.038,34.62870000000002,0.40929999999997335
116,107468,0,32.8,33.13320000000002,0.33320000000002636
117,107898,0,28.483999999999998,28.78209999999997,0.29809999999997316
118,104909,0,31.612000000000002,31.58604000000003,0.025959999999972894
119,106716,0,33.612,30.311580000000017,3.300419999999985
120,106807,0,33.43,30.96605999999996,2.46394000000004
121,105994,0,28.982,30.12221999999998,1.1402199999999816
122,106034,0,30.619999999999997,29.307659999999952,1.3123400000000451
123,104832,0,34.032,31.00626000000002,3.0257399999999777
124,105122,0,32.0,33.91666,1.9166600000000003
125,105494,0,32.146,32.85826000000004,0.7122600000000361
126,107639,0,36.272000000000006,34.54589999999999,1.7261000000000166
127,105687,0,37.001999999999995,33.69373999999999,3.308260000000004
128,106113,0,31.508,31.501539999999967,0.006460000000032551
129,105155,0,30.875999999999998,29.536979999999986,1.339020000000012
130,109460,0,28.860000000000003,28.782000000000007,0.07799999999999585
131,107234,0,38.010000000000005,36.346020000000046,1.6639799999999596
132,106844,0,30.872000000000003,31.263739999999974,0.3917399999999702
133,107653,0,33.222,32.20186000000005,1.020139999999948
134,105015,0,35.37,34.88853999999996,0.48146000000003397
135,105860,0,33.980000000000004,34.377080000000014,0.39708000000000965
136,106293,0,32.5,32.886359999999996,0.38635999999999626
137,104694,0,36.676,34.727579999999975,1.9484200000000271
138,105167,0,35.486000000000004,34.79614,0.689860000000003
139,104730,0,38.292,34.96927999999997,3.3227200000000323
140,106038,0,30.048000000000002,30.498380000000008,0.4503800000000062
141,106051,0,31.642000000000003,31.376519999999978,0.26548000000002503
142,106070,0,31.077999999999996,31.869780000000006,0.7917800000000099
143,105422,0,35.912,35.243939999999945,0.6680600000000538
144,105259,0,32.156,31.945819999999998,0.21018000000000114
145,136870,0,28.256,26.710399999999996,1.5456000000000039
146,107260,0,33.268,33.231260000000006,0.036739999999994666
147,105263,0,32.534,33.41591999999999,0.8819199999999938
148,109753,0,31.866000000000003,29.33021999999999,2.5357800000000132
149,136766,0,31.845999999999997,24.894279999999995,6.951720000000002
150,105987,0,29.18,29.73335999999997,0.5533599999999694
151,105172,0,34.126,34.399660000000054,0.2736600000000564
