school_id,NAME,DIVISIONID,DIVISION,Cluster,filipino_mean_rs,filipino_sd_rs,filipino_mds,math_mean_rs,math_sd_rs,math_mds,english_mean_rs,english_sd_rs,english_mds,science_mean_rs,science_sd_rs,science_mds,araling_mean_rs,araling_sd_rs,araling_mds,overall_mean_rs,overall_sd_rs,overall_mds
104516,Dikapinisan ES,Aurora,III,4,25.05,3.17,62.62,31.34,3.30,78.36,29.84,3.52,74.61,28.64,3.67,71.60,28.59,2.92,71.48,143.47,9.56,71.73
104517,Dimanayat ES,Aurora,III,5,29.04,3.07,72.60,26.77,4.35,66.92,23.73,3.68,59.33,22.54,4.78,56.35,24.96,3.34,62.40,127.04,12.44,63.52
104518,Diotorin ES,Aurora,III,5,34.46,3.06,86.15,26.38,3.92,65.96,26.35,3.99,65.87,24.38,3.58,60.96,24.12,3.51,60.29,135.69,13.44,67.85
104519,Diteki ES,Aurora,III,5,33.79,2.10,84.48,34.26,3.21,85.64,32.37,2.75,80.93,31.88,3.00,79.71,29.51,2.32,73.78,161.81,8.34,80.91
104520,Ditumabo ES,Aurora,III,3,26.12,7.85,65.29,32.01,5.73,80.02,27.61,6.23,69.03,29.34,4.21,73.34,24.55,7.62,61.37,139.62,21.07,69.81
104521,Kalapnit ES,Aurora,III,6,20.00,0.00,50.00,21.50,2.12,53.75,14.50,4.95,36.25,15.50,4.95,38.75,16.00,1.41,40.00,87.50,9.19,43.75
104522,Kamalatan ES,Aurora,III,6,25.43,4.20,63.57,23.50,4.43,58.75,20.93,4.95,52.32,21.00,4.93,52.50,17.71,5.40,44.29,108.57,16.32,54.29
104523,L. Pimentel ES,Aurora,III,5,30.52,3.11,76.29,31.83,5.29,79.57,34.31,2.09,85.78,27.90,2.55,69.74,30.38,3.34,75.95,154.93,11.08,77.47
104524,Nonong Sr. ES,Aurora,III,5,31.17,5.39,77.93,33.43,3.77,83.56,33.19,3.19,82.98,25.68,0.84,64.20,33.26,2.08,83.14,156.72,10.42,78.36
104525,R. Tangson ES,Aurora,III,6,25.86,3.34,64.64,26.43,2.23,66.07,24.29,2.14,60.71,18.86,6.67,47.14,23.57,5.86,58.93,119.00,14.01,59.50
104526,Real ES,Aurora,III,5,30.23,4.98,75.58,30.47,3.65,76.17,25.40,4.66,63.50,22.73,4.86,56.83,26.50,5.82,66.25,135.33,17.78,67.67
104527,San Isidro ES,Aurora,III,5,37.21,1.93,93.03,34.45,2.54,86.14,26.48,3.99,66.21,27.27,2.83,68.18,28.64,3.14,71.59,154.06,8.72,77.03
104528,San Luis CS,Aurora,III,3,35.14,4.60,87.86,33.86,4.32,84.64,34.49,5.43,86.22,32.17,5.16,80.43,32.45,4.45,81.13,168.11,16.70,84.05
104529,Zarah ES,Aurora,III,5,31.77,3.78,79.44,36.23,1.31,90.56,29.77,1.78,74.44,33.48,2.57,83.71,31.84,2.08,79.60,163.10,8.83,81.55
157501,Esperanza ES,Aurora,III,6,31.83,5.46,79.58,38.17,1.33,95.42,33.17,2.14,82.92,31.00,1.67,77.50,25.67,4.18,64.17,159.83,7.49,79.92
157503,Tanawan ES,Aurora,III,6,32.05,3.14,80.12,29.33,3.50,73.33,28.29,2.97,70.71,27.33,4.37,68.33,29.48,3.12,73.69,146.48,12.53,73.24
157504,Lobbot ES,Aurora,III,6,24.00,4.24,60.00,26.75,5.97,66.88,27.00,2.16,67.50,37.00,1.41,92.50,28.25,2.22,70.63,143.00,10.49,71.50
157505,Sto. Tomas ES,Aurora,III,6,28.90,4.38,72.25,30.40,4.22,76.00,29.40,3.60,73.50,27.10,4.04,67.75,27.30,2.83,68.25,143.10,14.12,71.55
157506,Ramada ES,Aurora,III,5,30.04,3.39,75.10,30.96,1.99,77.40,28.21,5.53,70.52,18.67,3.48,46.67,28.92,3.20,72.29,136.79,7.73,68.40
157507,"C,J. Torre ES",Aurora,III,6,35.89,0.33,89.72,36.44,0.88,91.11,31.00,0.71,77.50,29.78,0.83,74.44,21.11,1.76,52.78,154.22,1.56,77.11
157508,Paraiso ES,Aurora,III,6,21.80,8.53,54.50,18.00,4.85,45.00,15.80,6.14,39.50,21.80,3.56,54.50,21.40,6.11,53.50,98.80,13.16,49.40
157509,Dianao ES,Aurora,III,6,31.75,6.55,79.38,23.00,10.17,57.50,21.00,3.56,52.50,24.25,1.50,60.63,18.50,4.12,46.25,118.50,13.18,59.25
157510,Florida ES,Aurora,III,6,28.42,6.21,71.05,29.74,5.69,74.34,22.37,7.16,55.92,23.79,5.92,59.47,23.63,6.41,59.08,127.95,24.91,63.97
157511,Hacienda ES,Aurora,III,6,26.59,4.35,66.47,29.53,5.69,73.82,21.88,1.45,54.71,22.71,2.34,56.76,33.06,2.22,82.65,133.76,11.27,66.88
157512,Horseshoe ES,Aurora,III,5,31.70,2.51,79.24,31.57,4.13,78.91,26.87,3.39,67.17,28.30,2.12,70.76,30.78,3.18,76.96,149.22,13.14,74.61
157513,Butas na Bato ES,Aurora,III,6,26.68,4.76,66.71,26.84,5.80,67.11,25.68,3.67,64.21,23.63,5.60,59.08,25.26,5.92,63.16,128.11,18.68,64.05
157514,Lawang West ES,Aurora,III,6,32.15,1.86,80.38,35.38,1.45,88.46,32.23,5.42,80.58,27.92,2.66,69.81,30.08,1.85,75.19,157.77,6.81,78.88
157515,Sta. Lucia ES,Aurora,III,6,29.83,2.37,74.58,30.25,5.59,75.63,26.50,3.90,66.25,27.75,4.43,69.38,25.50,3.23,63.75,139.83,17.97,69.92
104551,Bagong Silang ES,Balanga City,III,4,33.46,2.93,83.65,32.36,2.67,80.91,29.72,2.83,74.29,32.23,1.89,80.57,30.88,3.07,77.20,158.65,7.65,79.32
104552,Balanga ES,Balanga City,III,1,30.36,5.63,75.90,31.06,7.96,77.66,28.17,7.76,70.44,28.24,6.99,70.61,27.87,7.99,69.68,145.71,29.27,72.86
104553,Bani ES,Balanga City,III,5,34.44,1.46,86.10,38.53,0.86,96.32,37.38,1.58,93.46,36.68,0.73,91.69,35.62,0.95,89.04,182.65,3.46,91.32
104554,Bo Central ES,Balanga City,III,4,35.06,3.15,87.66,37.36,3.24,93.40,35.92,4.28,89.80,38.50,0.99,96.25,35.69,1.96,89.22,182.53,10.26,91.27
104555,Cabog-Cabog ES,Balanga City,III,5,36.67,1.71,91.67,37.60,1.23,93.99,37.50,1.21,93.75,32.36,2.25,80.89,35.40,1.11,88.51,179.52,4.23,89.76
104556,Cataning ES,Balanga City,III,3,30.27,4.85,75.66,34.18,5.82,85.45,31.63,7.72,79.08,31.16,8.02,77.91,31.41,7.91,78.52,158.65,28.94,79.32
104557,Cupang ES,Balanga City,III,2,33.84,5.39,84.60,33.99,8.01,84.98,32.57,7.05,81.44,33.05,6.65,82.62,30.85,6.05,77.14,164.31,28.03,82.16
104559,E Bernabe ES,Balanga City,III,5,31.12,2.57,77.79,30.79,4.10,76.99,30.09,2.17,75.22,29.44,2.13,73.60,31.12,1.57,77.79,152.56,6.98,76.28
104560,GL David Mem ES,Balanga City,III,5,34.65,2.15,86.63,37.65,1.96,94.13,36.15,2.78,90.38,31.37,2.11,78.41,20.31,2.48,50.77,160.13,7.02,80.07
104561,M delos Reyes MES,Balanga City,III,4,32.17,4.52,80.43,34.52,4.92,86.31,29.79,4.47,74.48,26.02,4.09,65.06,26.78,5.34,66.95,149.29,17.04,74.65
104562,Puerto Rivas ES,Balanga City,III,5,36.44,1.31,91.10,39.47,0.75,98.68,35.85,1.67,89.63,35.91,1.33,89.78,33.85,1.67,84.63,181.53,4.22,90.76
104563,MP Cuaderno Sr MES,Balanga City,III,5,37.61,2.16,94.03,35.42,0.81,88.55,34.77,0.76,86.94,29.71,1.16,74.27,31.13,4.05,77.82,168.65,5.70,84.32
104564,Our Lady of Lourdes ES,Balanga City,III,5,31.65,3.95,79.13,33.37,4.10,83.43,32.70,4.00,81.74,32.28,2.40,80.70,27.98,3.16,69.94,157.98,11.57,78.99
104565,Camacho Sr ES,Balanga City,III,3,33.64,4.17,84.10,34.96,5.56,87.40,33.73,6.74,84.32,31.30,4.92,78.25,19.50,3.43,48.76,153.14,18.97,76.57
104566,Tanato ES,Balanga City,III,6,26.50,2.07,66.25,35.39,2.85,88.47,32.72,1.78,81.81,35.22,1.17,88.06,35.94,1.43,89.86,165.78,6.94,82.89
104567,Tenejero ES,Balanga City,III,3,32.99,5.48,82.48,31.43,8.45,78.58,30.05,7.85,75.14,32.76,8.50,81.89,32.61,7.20,81.54,159.85,31.99,79.93
104568,Tortugas ES,Balanga City,III,5,36.66,2.82,91.65,32.49,4.00,81.22,35.22,3.94,88.05,38.32,1.89,95.79,33.54,3.09,83.84,176.22,10.20,88.11
104569,Tuyo ES,Balanga City,III,4,35.76,3.16,89.39,36.55,4.18,91.39,35.16,4.56,87.91,31.74,4.38,79.36,31.36,2.72,78.41,170.58,13.31,85.29
104530,Abucay North ES,Bataan,III,3,34.12,3.08,85.30,34.07,8.30,85.16,32.58,7.16,81.45,32.75,9.26,81.87,32.59,6.43,81.47,166.10,27.74,83.05
104531,Bangkal ES,Bataan,III,6,38.60,0.82,96.50,38.25,2.63,95.63,36.00,1.84,90.00,37.40,1.10,93.50,38.35,0.99,95.88,188.60,5.16,94.30
104532,Capitangan ES,Bataan,III,4,32.36,3.74,80.89,35.64,6.64,89.11,32.78,5.75,81.95,30.71,5.58,76.78,31.51,5.84,78.77,163.00,21.17,81.50
104533,Hacienda ES,Bataan,III,6,35.70,1.42,89.25,33.40,0.70,83.50,28.90,1.60,72.25,31.40,0.97,78.50,33.00,2.00,82.50,162.40,4.03,81.20
104534,Kabukiran ES,Bataan,III,6,34.86,1.88,87.14,36.93,0.83,92.32,37.36,1.08,93.39,36.50,1.16,91.25,34.43,1.40,86.07,180.07,3.00,90.04
104535,Mabatang ES,Bataan,III,3,35.31,2.65,88.28,36.98,4.17,92.44,36.33,2.23,90.81,35.77,3.29,89.43,36.75,2.58,91.87,181.13,11.11,90.57
104536,Omboy PS,Bataan,III,6,38.60,0.52,96.50,37.00,0.00,92.50,35.70,0.48,89.25,35.10,0.57,87.75,33.80,0.63,84.50,180.20,1.32,90.10
104538,Salian ES,Bataan,III,5,37.61,0.66,94.02,39.39,0.78,98.48,36.83,1.64,92.07,36.91,2.00,92.28,38.09,1.56,95.22,188.83,4.20,94.41
104539,T Pinpin Mem ES,Bataan,III,2,37.03,2.16,92.57,36.93,3.15,92.34,35.89,2.77,89.72,36.14,1.78,90.34,34.23,1.94,85.57,180.22,7.80,90.11
104540,Wawa ES,Bataan,III,5,34.26,1.79,85.65,36.54,1.13,91.35,32.92,1.26,82.30,34.68,3.40,86.70,32.20,2.93,80.50,170.60,6.82,85.30
104541,Bagac ES,Bataan,III,3,36.56,1.12,91.41,39.31,2.10,98.28,35.79,0.86,89.47,38.72,1.07,96.79,38.42,2.42,96.06,188.81,5.88,94.40
104542,Banawang ES,Bataan,III,5,37.64,0.73,94.11,39.82,0.55,99.55,38.50,0.64,96.25,38.79,0.79,96.96,39.96,0.19,99.91,194.71,1.44,97.36
104543,Binuangan ES,Bataan,III,5,37.38,1.66,93.44,39.13,2.07,97.81,36.25,1.39,90.63,37.96,2.22,94.90,36.75,2.42,91.88,187.46,8.85,93.73
104544,Binukawan ES,Bataan,III,5,37.69,0.72,94.21,39.49,1.17,98.71,37.06,1.43,92.64,38.77,0.49,96.93,38.23,1.63,95.57,191.23,2.56,95.61
104545,Overland ES,Bataan,III,5,35.91,1.76,89.78,39.83,0.49,99.57,36.78,0.52,91.96,39.26,2.12,98.15,38.00,0.00,95.00,189.78,2.97,94.89
104546,Parang ES,Bataan,III,4,37.43,2.90,93.58,38.71,3.29,96.77,38.26,1.47,95.65,38.84,3.63,97.11,36.69,4.61,91.72,189.93,14.15,94.97
104547,Paysawan ES,Bataan,III,6,33.85,3.91,84.62,35.23,2.52,88.08,33.08,2.78,82.69,32.85,3.31,82.12,33.92,2.25,84.81,168.92,10.34,84.46
104548,Pinagsumilan ES,Bataan,III,5,37.97,0.18,94.92,39.90,0.40,99.76,38.55,0.51,96.37,38.97,0.18,97.42,38.45,0.62,96.13,193.84,0.78,96.92
104549,Quinawan ES,Bataan,III,6,37.29,1.57,93.24,39.35,0.86,98.38,37.12,1.11,92.79,37.47,2.53,93.68,36.24,1.99,90.59,187.47,3.83,93.74
104550,Saysain ES,Bataan,III,4,36.24,4.02,90.60,38.16,3.82,95.41,36.16,3.78,90.41,35.85,5.03,89.63,37.49,3.86,93.73,183.91,14.04,91.96
104570,Bangal ES,Bataan,III,4,37.41,2.88,93.53,35.04,1.91,87.59,36.34,1.53,90.84,34.58,3.31,86.44,32.33,3.46,80.81,175.69,7.77,87.84
104571,Bayan-Bayanan ES,Bataan,III,6,37.62,0.77,94.04,31.08,9.09,77.69,35.00,1.58,87.50,32.46,1.13,81.15,33.00,0.82,82.50,169.15,8.59,84.58
104572,Colo ES,Bataan,III,3,35.99,5.72,89.98,34.90,4.91,87.25,33.44,5.92,83.59,30.99,4.95,77.48,31.84,4.14,79.59,167.15,16.77,83.58
104573,Daang Bago ES,Bataan,III,4,36.70,2.55,91.75,33.43,1.93,83.58,34.43,3.56,86.08,32.28,2.23,80.71,32.27,1.64,80.67,169.12,7.25,84.56
104574,Dalao ES,Bataan,III,5,38.42,1.42,96.06,34.23,1.11,85.58,35.96,1.37,89.90,33.88,0.43,84.71,31.50,2.42,78.75,174.00,3.38,87.00
104575,Dinalupihan ES,Bataan,III,2,38.28,1.58,95.70,34.22,2.76,85.56,36.39,1.47,90.97,33.39,1.41,83.48,33.55,1.06,83.88,175.84,4.40,87.92
104576,Happy Valley ES,Bataan,III,5,38.70,0.65,96.75,34.57,0.97,86.42,36.47,1.14,91.17,33.47,1.07,83.67,32.37,3.96,80.92,175.57,4.21,87.78
104577,J C Payumo Jr ES,Bataan,III,4,36.80,2.72,91.99,32.94,3.77,82.35,34.02,4.92,85.05,31.74,3.41,79.34,30.95,4.52,77.37,166.44,11.86,83.22
104578,Kataasan ES,Bataan,III,5,38.70,0.56,96.74,36.65,0.71,91.63,36.70,0.63,91.74,35.39,1.16,88.48,33.65,0.93,84.13,181.09,2.33,90.54
104579,Layac ES,Bataan,III,6,38.70,0.47,96.75,34.75,0.44,86.88,36.95,0.22,92.38,34.00,0.00,85.00,33.95,0.22,84.88,178.35,0.88,89.18
104580,Luakan ES,Bataan,III,4,34.80,4.80,86.99,35.49,7.61,88.74,33.56,7.33,83.90,31.02,6.07,77.55,30.14,5.81,75.35,165.01,28.26,82.51
104581,Magsaysay ES,Bataan,III,4,38.46,1.22,96.14,36.47,0.86,91.19,35.34,0.76,88.35,32.90,1.23,82.25,32.61,1.45,81.53,175.78,3.65,87.89
104582,Maligaya ES,Bataan,III,6,35.81,1.63,89.52,38.05,1.66,95.12,34.24,3.99,85.60,33.00,2.28,82.50,33.29,1.85,83.21,174.38,6.14,87.19
104583,New San Jose ES,Bataan,III,4,35.27,4.75,88.16,31.79,4.31,79.47,32.95,4.58,82.37,30.68,4.44,76.70,31.19,2.46,77.98,161.87,11.58,80.94
104584,Old San Jose ES,Bataan,III,5,34.74,2.44,86.85,34.93,2.69,87.32,35.17,2.23,87.92,33.48,3.20,83.69,31.88,3.44,79.70,170.19,10.22,85.10
104585,Pagalanggang ES,Bataan,III,4,38.21,1.84,95.54,34.38,1.04,85.95,36.44,1.93,91.10,33.17,1.19,82.92,33.37,1.03,83.42,175.57,3.54,87.79
104586,Pag-asa ES,Bataan,III,5,35.16,5.17,87.90,32.16,5.17,80.40,32.16,6.07,80.40,30.48,4.08,76.20,31.16,2.97,77.90,161.12,19.96,80.56
104587,Payangan ES,Bataan,III,6,31.60,3.55,79.00,29.85,4.12,74.63,31.50,5.49,78.75,28.75,7.61,71.88,27.75,7.23,69.38,149.45,16.70,74.73
104589,Pinulot ES,Bataan,III,4,38.41,1.67,96.02,35.65,0.71,89.12,36.71,0.72,91.79,33.77,0.78,84.42,33.86,0.57,84.64,178.40,3.53,89.20
104590,Pita ES,Bataan,III,4,38.45,1.00,96.13,33.96,3.10,84.90,35.89,3.40,89.73,33.25,1.75,83.13,33.08,3.57,82.70,174.64,8.21,87.32
104591,Roosevelt ES,Bataan,III,3,32.32,1.38,80.79,36.10,1.95,90.25,34.48,3.80,86.19,31.17,1.79,77.92,27.03,2.41,67.56,161.08,6.43,80.54
104592,Saguing ES,Bataan,III,4,34.89,5.33,87.24,32.42,5.12,81.06,34.74,4.36,86.85,32.04,3.08,80.09,31.80,3.58,79.50,165.89,13.43,82.95
104593,San Benito ES,Bataan,III,4,37.42,3.09,93.55,33.57,2.61,83.91,34.05,4.52,85.13,31.99,3.48,79.97,32.39,2.61,80.99,169.42,10.42,84.71
104594,San Pablo ES,Bataan,III,3,31.20,3.65,78.00,33.58,4.19,83.96,31.98,4.56,79.94,30.23,4.00,75.58,31.19,3.91,77.98,158.18,13.24,79.09
104595,San Ramon ES,Bataan,III,3,34.58,3.80,86.45,32.01,5.97,80.03,31.21,7.08,78.03,28.92,8.16,72.30,23.03,4.20,57.57,149.75,24.59,74.87
104597,San Simon ES,Bataan,III,5,36.71,4.22,91.79,32.89,7.25,82.23,34.39,7.89,85.98,32.43,4.78,81.07,32.61,2.91,81.52,169.04,24.09,84.52
104598,Sapang Balas ES,Bataan,III,5,38.84,0.45,97.11,34.59,1.36,86.48,36.59,1.07,91.48,33.66,1.36,84.14,33.00,5.48,82.50,176.69,6.81,88.34
104600,Sta Isabel ES,Bataan,III,5,38.76,0.65,96.91,34.80,0.78,87.01,37.55,1.10,93.87,33.71,1.69,84.26,33.35,2.88,83.38,178.18,3.63,89.09
104601,Sto Niño ES,Bataan,III,5,37.60,2.04,94.00,34.68,1.89,86.70,36.16,2.62,90.40,33.56,1.00,83.90,31.44,2.14,78.60,173.44,5.75,86.72
104602,Tubo-Tubo ES,Bataan,III,6,33.33,2.74,83.33,32.00,1.58,80.00,31.44,2.51,78.61,30.11,2.93,75.28,29.67,2.35,74.17,156.56,9.59,78.28
104603,Tucop ES,Bataan,III,5,38.44,1.09,96.10,34.24,1.38,85.60,36.16,2.22,90.40,31.98,2.47,79.95,33.46,1.27,83.65,174.28,6.45,87.14
104604,Almacen ES,Bataan,III,4,34.68,1.85,86.70,36.55,3.82,91.38,36.59,2.80,91.47,38.16,2.24,95.40,36.80,1.86,92.01,182.79,9.41,91.39
104605,Bacong ES,Bataan,III,5,35.23,1.52,88.07,34.09,1.74,85.21,34.94,1.71,87.36,37.46,1.12,93.64,28.60,0.95,71.50,170.31,3.48,85.16
104606,Balsik ES,Bataan,III,3,32.32,3.24,80.80,37.90,2.33,94.76,35.16,1.79,87.89,35.28,2.40,88.20,35.05,2.89,87.63,175.71,7.00,87.86
104607,Bamban ES,Bataan,III,5,38.12,1.42,95.29,31.96,2.20,79.90,33.81,1.63,84.52,36.81,2.32,92.02,35.23,1.07,88.08,175.92,4.82,87.96
104608,Casupanan ES,Bataan,III,3,32.80,0.73,82.01,36.62,0.96,91.55,35.51,1.04,88.77,31.70,0.69,79.24,27.74,0.93,69.36,164.37,2.43,82.19
104609,Culis ES,Bataan,III,3,26.94,6.80,67.35,17.14,7.29,42.85,17.99,6.21,44.98,14.47,5.47,36.18,16.83,5.39,42.08,93.38,25.60,46.69
104610,Hermosa ES,Bataan,III,3,35.98,3.74,89.96,38.11,3.46,95.28,37.23,3.07,93.08,38.63,2.26,96.57,34.58,1.39,86.44,184.53,9.20,92.27
104611,Mabiga ES,Bataan,III,5,30.21,2.85,75.53,28.15,2.37,70.38,27.42,1.71,68.56,32.94,2.46,82.35,27.33,1.57,68.33,146.06,4.65,73.03
104612,Maite ES,Bataan,III,6,35.25,3.85,88.13,29.45,5.79,73.63,29.65,6.31,74.13,27.70,3.92,69.25,30.45,2.01,76.13,152.50,15.54,76.25
104613,Mambog ES,Bataan,III,4,35.97,2.32,89.93,33.56,3.64,83.89,36.29,1.89,90.73,35.10,2.98,87.74,32.76,2.65,81.91,173.68,7.52,86.84
104615,Pandatung ES,Bataan,III,5,35.37,0.97,88.43,35.74,1.70,89.35,34.30,1.86,85.74,33.04,1.43,82.59,34.30,3.44,85.74,172.74,6.66,86.37
104616,Parapal ES,Bataan,III,6,35.62,2.75,89.04,32.46,2.30,81.15,33.69,2.14,84.23,34.54,2.57,86.35,32.38,2.66,80.96,168.69,6.55,84.35
104617,Pastolan ES,Bataan,III,5,35.94,0.24,89.85,29.06,8.40,72.65,36.00,0.00,90.00,31.86,0.70,79.65,34.36,1.96,85.90,167.22,8.51,83.61
104618,Pulo ES,Bataan,III,5,32.26,1.71,80.65,32.52,0.51,81.30,34.00,0.00,85.00,32.65,3.80,81.63,32.57,0.90,81.41,164.00,4.23,82.00
104619,Saba ES,Bataan,III,5,36.92,0.28,92.30,37.24,0.93,93.10,34.84,0.62,87.10,33.88,0.44,84.70,37.84,0.55,94.60,180.72,1.51,90.36
104620,Sumalo ES,Bataan,III,5,33.59,3.03,83.99,34.84,3.07,87.09,36.86,2.50,92.16,33.05,2.85,82.64,32.62,2.34,81.55,170.97,8.82,85.49
104621,Tipo ES,Bataan,III,3,30.16,6.41,75.40,26.87,8.43,67.18,26.78,11.39,66.96,15.53,6.26,38.82,27.28,6.90,68.19,126.62,28.57,63.31
104622,Alangan ES,Bataan,III,4,31.98,4.65,79.94,28.04,5.29,70.09,29.93,6.35,74.82,24.99,6.57,62.47,26.93,5.43,67.32,141.85,23.91,70.93
104623,Arsenal ES,Bataan,III,5,34.23,4.67,85.59,33.74,3.38,84.36,35.38,3.66,88.46,28.74,4.17,71.86,31.96,3.39,79.89,164.06,12.15,82.03
104624,Bacong ES,Bataan,III,3,27.65,7.77,69.12,23.00,12.54,57.50,21.95,10.24,54.86,21.33,12.59,53.33,22.20,11.69,55.51,116.13,51.22,58.06
104625,Bliss ES,Bataan,III,5,36.90,1.60,92.25,33.30,2.81,83.25,37.10,1.43,92.75,31.83,1.45,79.56,33.23,2.03,83.06,172.35,3.89,86.18
104626,Carbon ES,Bataan,III,5,36.25,2.27,90.63,35.20,1.83,88.00,37.40,1.15,93.50,32.23,4.34,80.56,33.10,1.96,82.75,174.18,6.69,87.09
104627,Duale ES,Bataan,III,4,36.52,2.05,91.29,34.67,3.27,86.67,37.85,3.47,94.63,30.43,2.83,76.08,33.65,2.77,84.13,173.12,11.87,86.56
104628,Gabaldon ES,Bataan,III,4,35.30,2.92,88.25,34.63,4.49,86.57,33.79,5.92,84.46,29.80,5.05,74.50,31.43,5.37,78.57,164.94,19.80,82.47
104629,Kinaragan ES,Bataan,III,6,35.31,3.73,88.27,31.92,3.01,79.81,26.00,5.48,65.00,33.23,4.69,83.08,28.38,3.23,70.96,154.85,17.35,77.42
104630,Kitang ES,Bataan,III,5,35.73,2.63,89.33,34.69,1.83,86.73,37.00,2.06,92.50,30.35,1.87,75.87,33.50,1.56,83.75,171.27,8.29,85.63
104631,Lamao ES,Bataan,III,2,31.75,8.23,79.36,27.99,9.87,69.98,29.64,10.58,74.11,24.85,8.33,62.12,27.12,9.33,67.80,141.35,40.86,70.67
104632,Limay ES,Bataan,III,2,36.76,2.12,91.90,34.25,3.32,85.62,36.21,4.09,90.53,31.17,3.36,77.93,32.72,3.96,81.80,171.11,11.58,85.56
104633,Luz ES,Bataan,III,3,33.40,4.91,83.51,31.81,6.40,79.52,33.78,7.47,84.45,27.96,5.67,69.90,30.35,5.71,75.87,157.30,26.01,78.65
104634,Peas ES,Bataan,III,5,31.53,3.83,78.83,28.72,4.05,71.80,28.72,4.91,71.80,26.31,4.06,65.78,29.03,3.80,72.58,144.31,14.25,72.16
104635,A G Llamas ES,Bataan,III,1,31.54,5.66,78.86,32.92,7.88,82.29,33.40,7.48,83.51,34.03,7.24,85.08,32.51,7.58,81.27,164.40,29.03,82.20
104636,Alasasin ES,Bataan,III,2,31.41,5.40,78.53,32.24,8.57,80.60,30.73,7.26,76.81,31.90,7.96,79.75,31.71,7.00,79.26,157.98,28.88,78.99
104637,Balon ES,Bataan,III,3,32.96,3.59,82.39,35.08,4.15,87.70,30.54,4.21,76.36,35.22,4.79,88.04,34.02,4.47,85.05,167.81,15.12,83.91
104638,Baseco ES,Bataan,III,4,32.27,5.63,80.67,35.63,4.59,89.09,29.98,7.75,74.96,35.38,6.56,88.45,36.11,4.42,90.28,169.38,22.50,84.69
104639,Batangas 2 ES,Bataan,III,5,34.24,2.65,85.60,34.69,3.23,86.72,35.21,3.59,88.02,33.62,2.86,84.05,32.14,2.07,80.34,169.90,11.85,84.95
104640,Bayview ES,Bataan,III,4,30.94,4.07,77.36,34.14,3.88,85.36,26.23,4.02,65.57,33.80,5.11,84.50,33.29,3.51,83.21,158.40,14.01,79.20
104641,BEPZ ES,Bataan,III,3,31.64,5.29,79.09,32.02,7.84,80.04,27.87,6.87,69.67,33.17,7.74,82.92,33.35,7.06,83.38,158.04,28.47,79.02
104642,Cabcaben ES,Bataan,III,2,30.96,5.07,77.40,24.19,8.56,60.47,24.60,7.45,61.50,22.63,8.56,56.58,23.04,8.05,57.60,125.43,28.22,62.71
104643,Ipag ES,Bataan,III,3,37.20,3.65,93.00,34.93,4.02,87.31,34.75,5.31,86.88,33.45,5.55,83.63,32.63,5.61,81.58,172.96,19.73,86.48
104644,Lucanin ES,Bataan,III,4,32.48,4.09,81.20,35.15,3.06,87.86,32.90,3.53,82.24,34.93,3.00,87.32,34.41,3.82,86.02,169.85,11.35,84.93
104645,New Alion ES,Bataan,III,5,34.88,2.05,87.20,36.88,2.59,92.20,33.12,3.10,82.80,35.40,5.92,88.50,34.00,5.80,85.00,174.28,12.79,87.14
104646,Old Alion ES,Bataan,III,5,34.00,1.68,85.00,36.20,3.65,90.51,32.48,5.78,81.19,35.32,4.19,88.30,35.66,2.41,89.15,173.66,8.34,86.83
104647,Sisiman ES,Bataan,III,3,30.45,5.95,76.11,32.60,7.73,81.50,28.34,7.00,70.84,27.31,9.74,68.27,32.87,7.14,82.17,151.55,26.82,75.78
104648,Sto Niño Biaan ES,Bataan,III,4,33.39,5.57,83.47,34.69,7.70,86.73,30.19,7.58,75.47,35.47,7.60,88.67,34.28,7.79,85.70,168.01,32.06,84.01
104649,Townsite ES,Bataan,III,4,30.53,4.71,76.33,28.88,6.83,72.19,22.37,6.68,55.92,27.61,8.33,69.03,28.21,7.25,70.54,137.60,24.13,68.80
104650,Binaritan ES,Bataan,III,4,32.51,3.55,81.27,37.42,3.52,93.54,31.48,9.06,78.69,32.92,7.49,82.31,31.66,5.71,79.15,165.98,20.16,82.99
104651,Kanawan ES,Bataan,III,6,26.06,2.86,65.15,33.65,2.06,84.12,33.35,2.71,83.38,30.06,2.75,75.15,26.00,1.32,65.00,149.12,5.68,74.56
104652,Mabayo ES,Bataan,III,4,36.62,4.64,91.55,33.33,7.07,83.32,33.53,4.09,83.84,30.45,3.08,76.12,30.00,6.44,75.00,163.93,12.29,81.97
104653,Minanga ES,Bataan,III,5,35.96,0.20,89.90,35.58,1.14,88.94,36.88,0.33,92.21,37.92,0.39,94.81,34.65,2.74,86.63,181.00,3.11,90.50
104654,Morong ES,Bataan,III,2,34.13,2.28,85.32,38.95,3.32,97.37,36.56,2.22,91.40,38.10,2.96,95.24,34.14,3.03,85.35,181.87,10.32,90.93
104655,Nagbalayong ES,Bataan,III,4,32.66,1.27,81.65,36.38,1.29,90.95,36.49,0.86,91.24,31.25,0.56,78.12,33.73,0.76,84.33,170.52,3.15,85.26
104656,F Angeles Mem ES,Bataan,III,5,33.52,0.54,83.80,39.60,0.72,98.99,31.85,0.41,79.62,32.69,1.46,81.73,33.13,1.99,82.84,170.79,2.60,85.39
